mdate,coid,月營收(累計)
2020-03-01 00:00:00+00:00,2369,1281.737
2020-03-01 00:00:00+00:00,2369M,1281.737
2020-03-01 00:00:00+00:00,2374,735.753
2020-03-01 00:00:00+00:00,2374M,735.753
2020-03-01 00:00:00+00:00,2375,882.938
2020-03-01 00:00:00+00:00,2380M,294.897
2020-03-01 00:00:00+00:00,2388,1516.434
2020-03-01 00:00:00+00:00,2388M,1516.434
2020-03-01 00:00:00+00:00,2390,133.277
2020-03-01 00:00:00+00:00,2395M,11272.189
2020-03-01 00:00:00+00:00,2396,0.206
2020-03-01 00:00:00+00:00,2396M,0.206
2020-03-01 00:00:00+00:00,2403,5539.868
2020-03-01 00:00:00+00:00,2404,6846.674
2020-03-01 00:00:00+00:00,2404M,6846.674
2020-03-01 00:00:00+00:00,2412M,48149.417
2020-03-01 00:00:00+00:00,2413,772.821
2020-03-01 00:00:00+00:00,2413M,772.821
2020-03-01 00:00:00+00:00,2419,1447.525
2020-03-01 00:00:00+00:00,2419M,1447.525
2020-03-01 00:00:00+00:00,2425,503.497
2020-03-01 00:00:00+00:00,2425M,503.497
2020-03-01 00:00:00+00:00,2426,491.637
2020-03-01 00:00:00+00:00,2431,619.086
2020-03-01 00:00:00+00:00,2431M,619.086
2020-03-01 00:00:00+00:00,2438M,111.004
2020-03-01 00:00:00+00:00,2439,5190.607
2020-03-01 00:00:00+00:00,2444M,394.197
2020-03-01 00:00:00+00:00,2454,60862.975
2020-03-01 00:00:00+00:00,2454M,60862.975
2020-03-01 00:00:00+00:00,2455,649.635
2020-03-01 00:00:00+00:00,2460,489.098
2020-03-01 00:00:00+00:00,2460M,489.098
2020-03-01 00:00:00+00:00,2466,146.3
2020-03-01 00:00:00+00:00,2466M,146.3
2020-03-01 00:00:00+00:00,2467,767.388
2020-03-01 00:00:00+00:00,2467M,767.388
2020-03-01 00:00:00+00:00,2474,17616.374
2020-03-01 00:00:00+00:00,2474M,17616.374
2020-03-01 00:00:00+00:00,2482,253.593
2020-03-01 00:00:00+00:00,2482M,253.593
2020-03-01 00:00:00+00:00,2483,386.797
2020-03-01 00:00:00+00:00,2491,49.878
2020-03-01 00:00:00+00:00,2491M,49.878
2020-03-01 00:00:00+00:00,2497M,408.573
2020-03-01 00:00:00+00:00,2498,1329.75
2020-03-01 00:00:00+00:00,2498M,1329.75
2020-03-01 00:00:00+00:00,2506,152.772
2020-03-01 00:00:00+00:00,2506M,152.772
2020-03-01 00:00:00+00:00,2520,3897.274
2020-03-01 00:00:00+00:00,2520M,3897.274
2020-03-01 00:00:00+00:00,2528,0.063
2020-03-01 00:00:00+00:00,2528M,0.063
2020-03-01 00:00:00+00:00,2537M,317.912
2020-03-01 00:00:00+00:00,2538,99.671
2020-03-01 00:00:00+00:00,2538M,99.671
2020-03-01 00:00:00+00:00,2545M,1049.401
2020-03-01 00:00:00+00:00,2546,2772.204
2020-03-01 00:00:00+00:00,2546M,2772.204
2020-03-01 00:00:00+00:00,2599,355.01
2020-03-01 00:00:00+00:00,2599M,355.01
2020-03-01 00:00:00+00:00,2606,1902.473
2020-03-01 00:00:00+00:00,2606M,1902.473
2020-03-01 00:00:00+00:00,2607,1788.799
2020-03-01 00:00:00+00:00,2611M,157.64
2020-03-01 00:00:00+00:00,2612,814.797
2020-03-01 00:00:00+00:00,2612M,814.797
2020-03-01 00:00:00+00:00,2617,629.948
2020-03-01 00:00:00+00:00,2617M,629.948
2020-03-01 00:00:00+00:00,2618,30233.098
2020-03-01 00:00:00+00:00,2637M,2791.158
2020-03-01 00:00:00+00:00,2640,491.459
2020-03-01 00:00:00+00:00,2640M,491.459
2020-03-01 00:00:00+00:00,2641,191.888
2020-03-01 00:00:00+00:00,2705,315.356
2020-03-01 00:00:00+00:00,2705M,315.356
2020-03-01 00:00:00+00:00,2721,45.843
2020-03-01 00:00:00+00:00,2721M,45.843
2020-03-01 00:00:00+00:00,2722,145.967
2020-03-01 00:00:00+00:00,2731M,4449.622
2020-03-01 00:00:00+00:00,2732,858.274
2020-03-01 00:00:00+00:00,2732M,858.274
2020-03-01 00:00:00+00:00,2733,59.342
2020-03-01 00:00:00+00:00,2733M,59.342
2020-03-01 00:00:00+00:00,2750,67.711
2020-03-01 00:00:00+00:00,2750M,67.711
2020-03-01 00:00:00+00:00,2752,381.445
2020-03-01 00:00:00+00:00,2752M,381.445
2020-03-01 00:00:00+00:00,2754,511.771
2020-03-01 00:00:00+00:00,2754M,511.771
2020-03-01 00:00:00+00:00,2755,334.423
2020-03-01 00:00:00+00:00,2755M,334.423
2020-03-01 00:00:00+00:00,2812,2729.569
2020-03-01 00:00:00+00:00,2832,1274.412
2020-03-01 00:00:00+00:00,2838,3001.657
2020-03-01 00:00:00+00:00,2838M,3001.657
2020-03-01 00:00:00+00:00,2841,89.264
2020-03-01 00:00:00+00:00,2850,3652.042
2020-03-01 00:00:00+00:00,2850M,3652.042
2020-03-01 00:00:00+00:00,2851,4330.548
2020-03-01 00:00:00+00:00,2851M,4330.548
2020-03-01 00:00:00+00:00,2880M,5866.313
2020-03-01 00:00:00+00:00,2881,133261.461
2020-03-01 00:00:00+00:00,2881M,133261.461
2020-03-01 00:00:00+00:00,2887M,9973.594
2020-03-01 00:00:00+00:00,2888,69166.956
2020-03-01 00:00:00+00:00,2888M,69166.956
2020-03-01 00:00:00+00:00,2889,1495.703
2020-03-01 00:00:00+00:00,2903,8631.254
2020-03-01 00:00:00+00:00,2903M,8631.254
2020-03-01 00:00:00+00:00,2910,124.559
2020-03-01 00:00:00+00:00,2910M,124.559
2020-03-01 00:00:00+00:00,2920,98.442
2020-03-01 00:00:00+00:00,2920M,98.442
2020-03-01 00:00:00+00:00,2923,1159.894
2020-03-01 00:00:00+00:00,2923M,1159.894
2020-03-01 00:00:00+00:00,3002,153.657
2020-03-01 00:00:00+00:00,3002M,153.657
2020-03-01 00:00:00+00:00,3003,705.567
2020-03-01 00:00:00+00:00,3003M,705.567
2020-03-01 00:00:00+00:00,3010,12353.027
2020-03-01 00:00:00+00:00,3010M,12353.027
2020-03-01 00:00:00+00:00,3011,264.126
2020-03-01 00:00:00+00:00,3019,2923.227
2020-03-01 00:00:00+00:00,3019M,2923.227
2020-03-01 00:00:00+00:00,3025,147.465
2020-03-01 00:00:00+00:00,3025M,147.465
2020-03-01 00:00:00+00:00,3026,3165.316
2020-03-01 00:00:00+00:00,3026M,3165.316
2020-03-01 00:00:00+00:00,3031M,265.869
2020-03-01 00:00:00+00:00,3032,1687.895
2020-03-01 00:00:00+00:00,3032M,1687.895
2020-03-01 00:00:00+00:00,3037M,20567.292
2020-03-01 00:00:00+00:00,3038,814.964
2020-03-01 00:00:00+00:00,3038M,814.964
2020-03-01 00:00:00+00:00,3044,11718.071
2020-03-01 00:00:00+00:00,3044M,11718.071
2020-03-01 00:00:00+00:00,3050,241.397
2020-03-01 00:00:00+00:00,3050M,241.397
2020-03-01 00:00:00+00:00,3051,544.536
2020-03-01 00:00:00+00:00,3051M,544.536
2020-03-01 00:00:00+00:00,3057,290.215
2020-03-01 00:00:00+00:00,3057M,290.215
2020-03-01 00:00:00+00:00,3058,828.295
2020-03-01 00:00:00+00:00,3058M,828.295
2020-03-01 00:00:00+00:00,3066,69.682
2020-03-01 00:00:00+00:00,3066M,69.682
2020-03-01 00:00:00+00:00,3078,921.415
2020-03-01 00:00:00+00:00,3078M,921.415
2020-03-01 00:00:00+00:00,3088M,1124.237
2020-03-01 00:00:00+00:00,3089,19.259
2020-03-01 00:00:00+00:00,3089M,19.259
2020-03-01 00:00:00+00:00,3097,805.913
2020-03-01 00:00:00+00:00,3097M,805.913
2020-03-01 00:00:00+00:00,3115M,120.318
2020-03-01 00:00:00+00:00,3117,155.374
2020-03-01 00:00:00+00:00,3117M,155.374
2020-03-01 00:00:00+00:00,3138M,237.185
2020-03-01 00:00:00+00:00,3141,280.828
2020-03-01 00:00:00+00:00,3141M,280.828
2020-03-01 00:00:00+00:00,3152,481.098
2020-03-01 00:00:00+00:00,3152M,481.098
2020-03-01 00:00:00+00:00,3158,131.918
2020-03-01 00:00:00+00:00,3168,513.326
2020-03-01 00:00:00+00:00,3168M,513.326
2020-03-01 00:00:00+00:00,3169,124.717
2020-03-01 00:00:00+00:00,3188,149.593
2020-03-01 00:00:00+00:00,3188M,149.593
2020-03-01 00:00:00+00:00,3189,5892.333
2020-03-01 00:00:00+00:00,3209,9522.674
2020-03-01 00:00:00+00:00,3209M,9522.674
2020-03-01 00:00:00+00:00,3211,2965.462
2020-03-01 00:00:00+00:00,3227M,1695.06
2020-03-01 00:00:00+00:00,3228,75.259
2020-03-01 00:00:00+00:00,3228M,75.259
2020-03-01 00:00:00+00:00,3229,98.201
2020-03-01 00:00:00+00:00,3252,66.477
2020-03-01 00:00:00+00:00,3252M,66.477
2020-03-01 00:00:00+00:00,3265M,574.413
2020-03-01 00:00:00+00:00,3266,336.468
2020-03-01 00:00:00+00:00,3266M,336.468
2020-03-01 00:00:00+00:00,2375M,882.938
2020-03-01 00:00:00+00:00,2376,17233.785
2020-03-01 00:00:00+00:00,2376M,17233.785
2020-03-01 00:00:00+00:00,2383M,5908.987
2020-03-01 00:00:00+00:00,2384,13.292
2020-03-01 00:00:00+00:00,2390M,133.277
2020-03-01 00:00:00+00:00,2391,1050.893
2020-03-01 00:00:00+00:00,2397,2176.321
2020-03-01 00:00:00+00:00,2397M,2176.321
2020-03-01 00:00:00+00:00,2399,537.57
2020-03-01 00:00:00+00:00,2405,484.894
2020-03-01 00:00:00+00:00,2405M,484.894
2020-03-01 00:00:00+00:00,2406,2097.747
2020-03-01 00:00:00+00:00,2412,48149.417
2020-03-01 00:00:00+00:00,2417,663.12
2020-03-01 00:00:00+00:00,2417M,663.12
2020-03-01 00:00:00+00:00,2424,5.916
2020-03-01 00:00:00+00:00,2424M,5.916
2020-03-01 00:00:00+00:00,2429M,179.758
2020-03-01 00:00:00+00:00,2430,4520.529
2020-03-01 00:00:00+00:00,2430M,4520.529
2020-03-01 00:00:00+00:00,2438,111.004
2020-03-01 00:00:00+00:00,2443,166.748
2020-03-01 00:00:00+00:00,2443M,166.748
2020-03-01 00:00:00+00:00,2444,394.197
2020-03-01 00:00:00+00:00,2453,1035.476
2020-03-01 00:00:00+00:00,2453M,1035.476
2020-03-01 00:00:00+00:00,2458M,2206.241
2020-03-01 00:00:00+00:00,2459,1369.52
2020-03-01 00:00:00+00:00,2459M,1369.52
2020-03-01 00:00:00+00:00,2464M,2097.421
2020-03-01 00:00:00+00:00,2465,775.211
2020-03-01 00:00:00+00:00,2465M,775.211
2020-03-01 00:00:00+00:00,2470,12829.362
2020-03-01 00:00:00+00:00,2471,187.925
2020-03-01 00:00:00+00:00,2471M,187.925
2020-03-01 00:00:00+00:00,2478,1088.681
2020-03-01 00:00:00+00:00,2478M,1088.681
2020-03-01 00:00:00+00:00,2485,1454.751
2020-03-01 00:00:00+00:00,2485M,1454.751
2020-03-01 00:00:00+00:00,2486,816.114
2020-03-01 00:00:00+00:00,2492,6374.283
2020-03-01 00:00:00+00:00,2492M,6374.283
2020-03-01 00:00:00+00:00,2493,606.22
2020-03-01 00:00:00+00:00,2499,721.776
2020-03-01 00:00:00+00:00,2499M,721.776
2020-03-01 00:00:00+00:00,2511M,2623.553
2020-03-01 00:00:00+00:00,2514,1617.606
2020-03-01 00:00:00+00:00,2530,2.217
2020-03-01 00:00:00+00:00,2530M,2.217
2020-03-01 00:00:00+00:00,2534,643.647
2020-03-01 00:00:00+00:00,2534M,643.647
2020-03-01 00:00:00+00:00,2539,704.244
2020-03-01 00:00:00+00:00,2539M,704.244
2020-03-01 00:00:00+00:00,2540,806.723
2020-03-01 00:00:00+00:00,2547,1423.635
2020-03-01 00:00:00+00:00,2547M,1423.635
2020-03-01 00:00:00+00:00,2548,1019.451
2020-03-01 00:00:00+00:00,2548M,1019.451
2020-03-01 00:00:00+00:00,2601,1212.182
2020-03-01 00:00:00+00:00,2601M,1212.182
2020-03-01 00:00:00+00:00,2603,43427.674
2020-03-01 00:00:00+00:00,2607M,1788.799
2020-03-01 00:00:00+00:00,2608,2963.631
2020-03-01 00:00:00+00:00,2608M,2963.631
2020-03-01 00:00:00+00:00,2613,661.594
2020-03-01 00:00:00+00:00,2613M,661.594
2020-03-01 00:00:00+00:00,2618M,30233.098
2020-03-01 00:00:00+00:00,2630,811.136
2020-03-01 00:00:00+00:00,2630M,811.136
2020-03-01 00:00:00+00:00,2641M,191.888
2020-03-01 00:00:00+00:00,2642,967.254
2020-03-01 00:00:00+00:00,2642M,967.254
2020-03-01 00:00:00+00:00,2643,785.667
2020-03-01 00:00:00+00:00,2643M,785.667
2020-03-01 00:00:00+00:00,2706,75.228
2020-03-01 00:00:00+00:00,2706M,75.228
2020-03-01 00:00:00+00:00,2707,1363.167
2020-03-01 00:00:00+00:00,2707M,1363.167
2020-03-01 00:00:00+00:00,2722M,145.967
2020-03-01 00:00:00+00:00,2723,4702.463
2020-03-01 00:00:00+00:00,2723M,4702.463
2020-03-01 00:00:00+00:00,2724,48.655
2020-03-01 00:00:00+00:00,2724M,48.655
2020-03-01 00:00:00+00:00,2734,115.496
2020-03-01 00:00:00+00:00,2734M,115.496
2020-03-01 00:00:00+00:00,2736,151.202
2020-03-01 00:00:00+00:00,2736M,151.202
2020-03-01 00:00:00+00:00,2801,7454.313
2020-03-01 00:00:00+00:00,2801M,7454.313
2020-03-01 00:00:00+00:00,2812M,2729.569
2020-03-01 00:00:00+00:00,2816,1739.049
2020-03-01 00:00:00+00:00,2816M,1739.049
2020-03-01 00:00:00+00:00,2832M,1274.412
2020-03-01 00:00:00+00:00,2833,37550.166
2020-03-01 00:00:00+00:00,2833M,37550.166
2020-03-01 00:00:00+00:00,2841M,89.264
2020-03-01 00:00:00+00:00,2845,2294.113
2020-03-01 00:00:00+00:00,2845M,2294.113
2020-03-01 00:00:00+00:00,2852,1168.722
2020-03-01 00:00:00+00:00,2852M,1168.722
2020-03-01 00:00:00+00:00,2884,13967.983
2020-03-01 00:00:00+00:00,2884M,13967.983
2020-03-01 00:00:00+00:00,2885,24807.566
2020-03-01 00:00:00+00:00,2891M,62852.253
2020-03-01 00:00:00+00:00,2892,13617.495
2020-03-01 00:00:00+00:00,2892M,13617.495
2020-03-01 00:00:00+00:00,2897,1883.085
2020-03-01 00:00:00+00:00,2905,55487.086
2020-03-01 00:00:00+00:00,2905M,55487.086
2020-03-01 00:00:00+00:00,2906,1531.64
2020-03-01 00:00:00+00:00,2913,67.106
2020-03-01 00:00:00+00:00,2913M,67.106
2020-03-01 00:00:00+00:00,2929,864.952
2020-03-01 00:00:00+00:00,2929M,864.952
2020-03-01 00:00:00+00:00,2937,595.264
2020-03-01 00:00:00+00:00,2937M,595.264
2020-03-01 00:00:00+00:00,2938,174.23
2020-03-01 00:00:00+00:00,2938M,174.23
2020-03-01 00:00:00+00:00,3005M,5598.659
2020-03-01 00:00:00+00:00,3006,3663.73
2020-03-01 00:00:00+00:00,3006M,3663.73
2020-03-01 00:00:00+00:00,3014,844.362
2020-03-01 00:00:00+00:00,3014M,844.362
2020-03-01 00:00:00+00:00,3015,2637.612
2020-03-01 00:00:00+00:00,3015M,2637.612
2020-03-01 00:00:00+00:00,3021,532.235
2020-03-01 00:00:00+00:00,3021M,532.235
2020-03-01 00:00:00+00:00,3022,1008.136
2020-03-01 00:00:00+00:00,3027,172.298
2020-03-01 00:00:00+00:00,3027M,172.298
2020-03-01 00:00:00+00:00,3033,11561.51
2020-03-01 00:00:00+00:00,3033M,11561.51
2020-03-01 00:00:00+00:00,3034,16891.154
2020-03-01 00:00:00+00:00,3040,34.999
2020-03-01 00:00:00+00:00,3040M,34.999
2020-03-01 00:00:00+00:00,3045,31852.679
2020-03-01 00:00:00+00:00,3045M,31852.679
2020-03-01 00:00:00+00:00,3046,283.794
2020-03-01 00:00:00+00:00,3052,575.998
2020-03-01 00:00:00+00:00,3052M,575.998
2020-03-01 00:00:00+00:00,3059,1113.743
2020-03-01 00:00:00+00:00,3059M,1113.743
2020-03-01 00:00:00+00:00,3060,1133.767
2020-03-01 00:00:00+00:00,3067,13.246
2020-03-01 00:00:00+00:00,3067M,13.246
2020-03-01 00:00:00+00:00,3081,487.207
2020-03-01 00:00:00+00:00,3081M,487.207
2020-03-01 00:00:00+00:00,3083,114.001
2020-03-01 00:00:00+00:00,3090,2064.068
2020-03-01 00:00:00+00:00,3090M,2064.068
2020-03-01 00:00:00+00:00,3092,575.499
2020-03-01 00:00:00+00:00,3105,6060.623
2020-03-01 00:00:00+00:00,3105M,6060.623
2020-03-01 00:00:00+00:00,3127,748.12
2020-03-01 00:00:00+00:00,3144,573.749
2020-03-01 00:00:00+00:00,3144M,573.749
2020-03-01 00:00:00+00:00,3164M,81.272
2020-03-01 00:00:00+00:00,3167,323.055
2020-03-01 00:00:00+00:00,3167M,323.055
2020-03-01 00:00:00+00:00,3184,52.335
2020-03-01 00:00:00+00:00,3184M,52.335
2020-03-01 00:00:00+00:00,3202M,769.642
2020-03-01 00:00:00+00:00,3205,148.842
2020-03-01 00:00:00+00:00,3205M,148.842
2020-03-01 00:00:00+00:00,3206,575.043
2020-03-01 00:00:00+00:00,3218M,394.797
2020-03-01 00:00:00+00:00,3219,21.372
2020-03-01 00:00:00+00:00,3219M,21.372
2020-03-01 00:00:00+00:00,3221,505.55
2020-03-01 00:00:00+00:00,3229M,98.201
2020-03-01 00:00:00+00:00,3230,212.73
2020-03-01 00:00:00+00:00,3230M,212.73
2020-03-01 00:00:00+00:00,3256,956.249
2020-03-01 00:00:00+00:00,3257,156.868
2020-03-01 00:00:00+00:00,3257M,156.868
2020-03-01 00:00:00+00:00,3268,163.271
2020-03-01 00:00:00+00:00,3268M,163.271
2020-03-01 00:00:00+00:00,3272,960.824
2020-03-01 00:00:00+00:00,3272M,960.824
2020-03-01 00:00:00+00:00,3288,23.231
2020-03-01 00:00:00+00:00,3288M,23.231
2020-03-01 00:00:00+00:00,3289,742.906
2020-03-01 00:00:00+00:00,3297,51.685
2020-03-01 00:00:00+00:00,3297M,51.685
2020-03-01 00:00:00+00:00,3151M,1.839
2020-03-01 00:00:00+00:00,3162M,192.523
2020-03-01 00:00:00+00:00,3163,496.536
2020-03-01 00:00:00+00:00,3163M,496.536
2020-03-01 00:00:00+00:00,3164,81.272
2020-03-01 00:00:00+00:00,3176M,131.054
2020-03-01 00:00:00+00:00,3178,344.936
2020-03-01 00:00:00+00:00,3178M,344.936
2020-03-01 00:00:00+00:00,3202,769.642
2020-03-01 00:00:00+00:00,3211M,2965.462
2020-03-01 00:00:00+00:00,3213,635.106
2020-03-01 00:00:00+00:00,3213M,635.106
2020-03-01 00:00:00+00:00,3221M,505.55
2020-03-01 00:00:00+00:00,3224,401.361
2020-03-01 00:00:00+00:00,3231,173684.567
2020-03-01 00:00:00+00:00,3231M,173684.567
2020-03-01 00:00:00+00:00,3232,175.795
2020-03-01 00:00:00+00:00,3232M,175.795
2020-03-01 00:00:00+00:00,3259,116.727
2020-03-01 00:00:00+00:00,3259M,116.727
2020-03-01 00:00:00+00:00,3260,7185.204
2020-03-01 00:00:00+00:00,3260M,7185.204
2020-03-01 00:00:00+00:00,3276,231.18
2020-03-01 00:00:00+00:00,3276M,231.18
2020-03-01 00:00:00+00:00,3289M,742.906
2020-03-01 00:00:00+00:00,3290,239.348
2020-03-01 00:00:00+00:00,3290M,239.348
2020-03-01 00:00:00+00:00,3303,580.077
2020-03-01 00:00:00+00:00,3303M,580.077
2020-03-01 00:00:00+00:00,3310,314.058
2020-03-01 00:00:00+00:00,3310M,314.058
2020-03-01 00:00:00+00:00,3311,438.259
2020-03-01 00:00:00+00:00,3311M,438.259
2020-03-01 00:00:00+00:00,3322,549.967
2020-03-01 00:00:00+00:00,3322M,549.967
2020-03-01 00:00:00+00:00,3323,1887.172
2020-03-01 00:00:00+00:00,3323M,1887.172
2020-03-01 00:00:00+00:00,3338,1022.144
2020-03-01 00:00:00+00:00,3338M,1022.144
2020-03-01 00:00:00+00:00,3339,127.564
2020-03-01 00:00:00+00:00,3349,71.577
2020-03-01 00:00:00+00:00,3349M,71.577
2020-03-01 00:00:00+00:00,3362M,534.996
2020-03-01 00:00:00+00:00,3363,300.194
2020-03-01 00:00:00+00:00,3363M,300.194
2020-03-01 00:00:00+00:00,3376M,2643.906
2020-03-01 00:00:00+00:00,3377,99.593
2020-03-01 00:00:00+00:00,3377M,99.593
2020-03-01 00:00:00+00:00,3391,72.792
2020-03-01 00:00:00+00:00,3391M,72.792
2020-03-01 00:00:00+00:00,3416M,349.988
2020-03-01 00:00:00+00:00,3419,279.139
2020-03-01 00:00:00+00:00,3419M,279.139
2020-03-01 00:00:00+00:00,3432,6.501
2020-03-01 00:00:00+00:00,3432M,6.501
2020-03-01 00:00:00+00:00,3434,126.678
2020-03-01 00:00:00+00:00,3434M,126.678
2020-03-01 00:00:00+00:00,3450,1284.178
2020-03-01 00:00:00+00:00,3450M,1284.178
2020-03-01 00:00:00+00:00,3452,0.0
2020-03-01 00:00:00+00:00,3466M,249.574
2020-03-01 00:00:00+00:00,3481M,50391.575
2020-03-01 00:00:00+00:00,3483,900.111
2020-03-01 00:00:00+00:00,3483M,900.111
2020-03-01 00:00:00+00:00,3492M,175.542
2020-03-01 00:00:00+00:00,3494,177.014
2020-03-01 00:00:00+00:00,3494M,177.014
2020-03-01 00:00:00+00:00,3507,65.02
2020-03-01 00:00:00+00:00,3507M,65.02
2020-03-01 00:00:00+00:00,3508,222.712
2020-03-01 00:00:00+00:00,3518,97.11
2020-03-01 00:00:00+00:00,3518M,97.11
2020-03-01 00:00:00+00:00,3526M,323.126
2020-03-01 00:00:00+00:00,3527,547.703
2020-03-01 00:00:00+00:00,3527M,547.703
2020-03-01 00:00:00+00:00,3528,1199.332
2020-03-01 00:00:00+00:00,3535,318.313
2020-03-01 00:00:00+00:00,3535M,318.313
2020-03-01 00:00:00+00:00,3536,97.928
2020-03-01 00:00:00+00:00,3536M,97.928
2020-03-01 00:00:00+00:00,3537,631.362
2020-03-01 00:00:00+00:00,3546M,382.759
2020-03-01 00:00:00+00:00,3548,982.832
2020-03-01 00:00:00+00:00,3548M,982.832
2020-03-01 00:00:00+00:00,3554,27.587
2020-03-01 00:00:00+00:00,3554M,27.587
2020-03-01 00:00:00+00:00,3555,68.641
2020-03-01 00:00:00+00:00,3555M,68.641
2020-03-01 00:00:00+00:00,3563,686.164
2020-03-01 00:00:00+00:00,3563M,686.164
2020-03-01 00:00:00+00:00,3564,426.513
2020-03-01 00:00:00+00:00,3564M,426.513
2020-03-01 00:00:00+00:00,3576,2986.972
2020-03-01 00:00:00+00:00,3576M,2986.972
2020-03-01 00:00:00+00:00,3577,183.406
2020-03-01 00:00:00+00:00,3585,149.092
2020-03-01 00:00:00+00:00,3585M,149.092
2020-03-01 00:00:00+00:00,3587,677.001
2020-03-01 00:00:00+00:00,3587M,677.001
2020-03-01 00:00:00+00:00,3595M,125.371
2020-03-01 00:00:00+00:00,3596,7143.015
2020-03-01 00:00:00+00:00,3596M,7143.015
2020-03-01 00:00:00+00:00,3597,144.826
2020-03-01 00:00:00+00:00,3609,95.938
2020-03-01 00:00:00+00:00,3609M,95.938
2020-03-01 00:00:00+00:00,3624M,431.387
2020-03-01 00:00:00+00:00,3625,424.069
2020-03-01 00:00:00+00:00,3625M,424.069
2020-03-01 00:00:00+00:00,3627,153.541
2020-03-01 00:00:00+00:00,3637,36.352
2020-03-01 00:00:00+00:00,3652,450.939
2020-03-01 00:00:00+00:00,3652M,450.939
2020-03-01 00:00:00+00:00,3653,1671.532
2020-03-01 00:00:00+00:00,3653M,1671.532
2020-03-01 00:00:00+00:00,3664M,103.264
2020-03-01 00:00:00+00:00,3665,4949.236
2020-03-01 00:00:00+00:00,3665M,4949.236
2020-03-01 00:00:00+00:00,3666,322.246
2020-03-01 00:00:00+00:00,3666M,322.246
2020-03-01 00:00:00+00:00,3679,625.018
2020-03-01 00:00:00+00:00,3679M,625.018
2020-03-01 00:00:00+00:00,3680,454.589
2020-03-01 00:00:00+00:00,3680M,454.589
2020-03-01 00:00:00+00:00,3689M,927.86
2020-03-01 00:00:00+00:00,3690,141.495
2020-03-01 00:00:00+00:00,3690M,141.495
2020-03-01 00:00:00+00:00,3691,1876.167
2020-03-01 00:00:00+00:00,3691M,1876.167
2020-03-01 00:00:00+00:00,3703M,4339.356
2020-03-01 00:00:00+00:00,3704,4177.312
2020-03-01 00:00:00+00:00,3704M,4177.312
2020-03-01 00:00:00+00:00,3705,1984.858
2020-03-01 00:00:00+00:00,3705M,1984.858
2020-03-01 00:00:00+00:00,3706,8683.565
2020-03-01 00:00:00+00:00,4105,1098.487
2020-03-01 00:00:00+00:00,4105M,1098.487
2020-03-01 00:00:00+00:00,4106,417.063
2020-03-01 00:00:00+00:00,4114,786.846
2020-03-01 00:00:00+00:00,4114M,786.846
2020-03-01 00:00:00+00:00,4115,219.841
2020-03-01 00:00:00+00:00,4115M,219.841
2020-03-01 00:00:00+00:00,4119,784.328
2020-03-01 00:00:00+00:00,4119M,784.328
2020-03-01 00:00:00+00:00,4120,1537.493
2020-03-01 00:00:00+00:00,4128M,416.634
2020-03-01 00:00:00+00:00,4129,523.189
2020-03-01 00:00:00+00:00,4129M,523.189
2020-03-01 00:00:00+00:00,4136,132.431
2020-03-01 00:00:00+00:00,4148,215.439
2020-03-01 00:00:00+00:00,4148M,215.439
2020-03-01 00:00:00+00:00,4150,306.296
2020-03-01 00:00:00+00:00,4150M,306.296
2020-03-01 00:00:00+00:00,4151,291.822
2020-03-01 00:00:00+00:00,4161,131.667
2020-03-01 00:00:00+00:00,4161M,131.667
2020-03-01 00:00:00+00:00,4162,83.741
2020-03-01 00:00:00+00:00,4162M,83.741
2020-03-01 00:00:00+00:00,4163,508.179
2020-03-01 00:00:00+00:00,4171M,128.986
2020-03-01 00:00:00+00:00,4172,10.326
2020-03-01 00:00:00+00:00,4172M,10.326
2020-03-01 00:00:00+00:00,4173,390.645
2020-03-01 00:00:00+00:00,4173M,390.645
2020-03-01 00:00:00+00:00,4188,11.457
2020-03-01 00:00:00+00:00,4188M,11.457
2020-03-01 00:00:00+00:00,4190,542.284
2020-03-01 00:00:00+00:00,4190M,542.284
2020-03-01 00:00:00+00:00,4195M,93.249
2020-03-01 00:00:00+00:00,4197,52.595
2020-03-01 00:00:00+00:00,4197M,52.595
2020-03-01 00:00:00+00:00,4198,20.983
2020-03-01 00:00:00+00:00,4198M,20.983
2020-03-01 00:00:00+00:00,4306,3181.483
2020-03-01 00:00:00+00:00,4306M,3181.483
2020-03-01 00:00:00+00:00,4414,3905.469
2020-03-01 00:00:00+00:00,4414M,3905.469
2020-03-01 00:00:00+00:00,4415,18.286
2020-03-01 00:00:00+00:00,4415M,18.286
2020-03-01 00:00:00+00:00,4426M,399.135
2020-03-01 00:00:00+00:00,4427,1235.773
2020-03-01 00:00:00+00:00,4427M,1235.773
2020-03-01 00:00:00+00:00,4429,175.734
2020-03-01 00:00:00+00:00,4429M,175.734
2020-03-01 00:00:00+00:00,4503,62.362
2020-03-01 00:00:00+00:00,4503M,62.362
2020-03-01 00:00:00+00:00,3227,1695.06
2020-03-01 00:00:00+00:00,3234,339.082
2020-03-01 00:00:00+00:00,3234M,339.082
2020-03-01 00:00:00+00:00,3236,353.967
2020-03-01 00:00:00+00:00,3236M,353.967
2020-03-01 00:00:00+00:00,3264,2078.823
2020-03-01 00:00:00+00:00,3264M,2078.823
2020-03-01 00:00:00+00:00,3265,574.413
2020-03-01 00:00:00+00:00,3284,229.327
2020-03-01 00:00:00+00:00,3284M,229.327
2020-03-01 00:00:00+00:00,3293,1894.349
2020-03-01 00:00:00+00:00,3293M,1894.349
