mdate,coid,月營收(累計)
2020-03-01 00:00:00+00:00,1101,21976.083
2020-03-01 00:00:00+00:00,1101M,21976.083
2020-03-01 00:00:00+00:00,1102,13138.881
2020-03-01 00:00:00+00:00,1109,1165.081
2020-03-01 00:00:00+00:00,1109M,1165.081
2020-03-01 00:00:00+00:00,1210M,19100.652
2020-03-01 00:00:00+00:00,1213,80.066
2020-03-01 00:00:00+00:00,1217,1152.481
2020-03-01 00:00:00+00:00,1217M,1152.481
2020-03-01 00:00:00+00:00,1225,2521.292
2020-03-01 00:00:00+00:00,1225M,2521.292
2020-03-01 00:00:00+00:00,1227,6671.433
2020-03-01 00:00:00+00:00,1227M,6671.433
2020-03-01 00:00:00+00:00,1234,1949.283
2020-03-01 00:00:00+00:00,1234M,1949.283
2020-03-01 00:00:00+00:00,1264,904.026
2020-03-01 00:00:00+00:00,1264M,904.026
2020-03-01 00:00:00+00:00,1268,839.237
2020-03-01 00:00:00+00:00,1268M,839.237
2020-03-01 00:00:00+00:00,1305,3591.215
2020-03-01 00:00:00+00:00,1305M,3591.215
2020-03-01 00:00:00+00:00,1312,3608.357
2020-03-01 00:00:00+00:00,1319,4795.964
2020-03-01 00:00:00+00:00,1319M,4795.964
2020-03-01 00:00:00+00:00,1326M,64444.053
2020-03-01 00:00:00+00:00,1333,79.248
2020-03-01 00:00:00+00:00,1333M,79.248
2020-03-01 00:00:00+00:00,1408,2046.13
2020-03-01 00:00:00+00:00,1414,210.102
2020-03-01 00:00:00+00:00,1414M,210.102
2020-03-01 00:00:00+00:00,1416,49.957
2020-03-01 00:00:00+00:00,1423M,57.328
2020-03-01 00:00:00+00:00,1436M,390.905
2020-03-01 00:00:00+00:00,1437,176.292
2020-03-01 00:00:00+00:00,1437M,176.292
2020-03-01 00:00:00+00:00,1441,479.145
2020-03-01 00:00:00+00:00,1441M,479.145
2020-03-01 00:00:00+00:00,1442,101.964
2020-03-01 00:00:00+00:00,1442M,101.964
2020-03-01 00:00:00+00:00,1447,2890.587
2020-03-01 00:00:00+00:00,1447M,2890.587
2020-03-01 00:00:00+00:00,1454,392.304
2020-03-01 00:00:00+00:00,1454M,392.304
2020-03-01 00:00:00+00:00,1460,1871.689
2020-03-01 00:00:00+00:00,1460M,1871.689
2020-03-01 00:00:00+00:00,1468,243.559
2020-03-01 00:00:00+00:00,1468M,243.559
2020-03-01 00:00:00+00:00,1474,679.351
2020-03-01 00:00:00+00:00,1474M,679.351
2020-03-01 00:00:00+00:00,1475,11.144
2020-03-01 00:00:00+00:00,1504,10513.291
2020-03-01 00:00:00+00:00,1504M,10513.291
2020-03-01 00:00:00+00:00,1513M,3043.164
2020-03-01 00:00:00+00:00,1514,1211.384
2020-03-01 00:00:00+00:00,1514M,1211.384
2020-03-01 00:00:00+00:00,1521,1163.932
2020-03-01 00:00:00+00:00,1521M,1163.932
2020-03-01 00:00:00+00:00,1522,3828.474
2020-03-01 00:00:00+00:00,1522M,3828.474
2020-03-01 00:00:00+00:00,1526,235.916
2020-03-01 00:00:00+00:00,1526M,235.916
2020-03-01 00:00:00+00:00,1527,871.337
2020-03-01 00:00:00+00:00,1527M,871.337
2020-03-01 00:00:00+00:00,1533,589.206
2020-03-01 00:00:00+00:00,1533M,589.206
2020-03-01 00:00:00+00:00,1540,99.77
2020-03-01 00:00:00+00:00,1540M,99.77
2020-03-01 00:00:00+00:00,1541,1113.113
2020-03-01 00:00:00+00:00,1565M,1335.412
2020-03-01 00:00:00+00:00,1583,1044.066
2020-03-01 00:00:00+00:00,1583M,1044.066
2020-03-01 00:00:00+00:00,1584,236.589
2020-03-01 00:00:00+00:00,1584M,236.589
2020-03-01 00:00:00+00:00,1594,168.38
2020-03-01 00:00:00+00:00,1594M,168.38
2020-03-01 00:00:00+00:00,1595,328.724
2020-03-01 00:00:00+00:00,1595M,328.724
2020-03-01 00:00:00+00:00,1605,24195.199
2020-03-01 00:00:00+00:00,1605M,24195.199
2020-03-01 00:00:00+00:00,1612,1165.016
2020-03-01 00:00:00+00:00,1612M,1165.016
2020-03-01 00:00:00+00:00,1618,436.279
2020-03-01 00:00:00+00:00,1618M,436.279
2020-03-01 00:00:00+00:00,1626,1811.81
2020-03-01 00:00:00+00:00,1707,2008.922
2020-03-01 00:00:00+00:00,1707M,2008.922
2020-03-01 00:00:00+00:00,1712,4686.678
2020-03-01 00:00:00+00:00,1712M,4686.678
2020-03-01 00:00:00+00:00,1713,130.601
2020-03-01 00:00:00+00:00,1718,7581.877
2020-03-01 00:00:00+00:00,1718M,7581.877
2020-03-01 00:00:00+00:00,1725,1638.562
2020-03-01 00:00:00+00:00,1725M,1638.562
2020-03-01 00:00:00+00:00,1726,1910.145
2020-03-01 00:00:00+00:00,1732,158.407
2020-03-01 00:00:00+00:00,1732M,158.407
2020-03-01 00:00:00+00:00,1733,511.93
2020-03-01 00:00:00+00:00,1733M,511.93
2020-03-01 00:00:00+00:00,1752,479.885
2020-03-01 00:00:00+00:00,1752M,479.885
2020-03-01 00:00:00+00:00,1780,178.386
2020-03-01 00:00:00+00:00,1780M,178.386
2020-03-01 00:00:00+00:00,1781,105.61
2020-03-01 00:00:00+00:00,1788,825.036
2020-03-01 00:00:00+00:00,1788M,825.036
2020-03-01 00:00:00+00:00,1789,542.523
2020-03-01 00:00:00+00:00,1789M,542.523
2020-03-01 00:00:00+00:00,1805M,62.142
2020-03-01 00:00:00+00:00,1806,685.115
2020-03-01 00:00:00+00:00,1806M,685.115
2020-03-01 00:00:00+00:00,1815,945.534
2020-03-01 00:00:00+00:00,1815M,945.534
2020-03-01 00:00:00+00:00,1903,38.955
2020-03-01 00:00:00+00:00,1903M,38.955
2020-03-01 00:00:00+00:00,1909,6953.449
2020-03-01 00:00:00+00:00,1909M,6953.449
2020-03-01 00:00:00+00:00,2008,211.132
2020-03-01 00:00:00+00:00,2008M,211.132
2020-03-01 00:00:00+00:00,2009,556.513
2020-03-01 00:00:00+00:00,2009M,556.513
2020-03-01 00:00:00+00:00,2015,6515.187
2020-03-01 00:00:00+00:00,2015M,6515.187
2020-03-01 00:00:00+00:00,2023M,12653.166
2020-03-01 00:00:00+00:00,2024,282.105
2020-03-01 00:00:00+00:00,2024M,282.105
2020-03-01 00:00:00+00:00,2030M,2341.543
2020-03-01 00:00:00+00:00,2031,2146.812
2020-03-01 00:00:00+00:00,2031M,2146.812
2020-03-01 00:00:00+00:00,2049,3621.141
2020-03-01 00:00:00+00:00,2049M,3621.141
2020-03-01 00:00:00+00:00,2056,675.574
2020-03-01 00:00:00+00:00,2064,412.545
2020-03-01 00:00:00+00:00,2064M,412.545
2020-03-01 00:00:00+00:00,2065,479.704
2020-03-01 00:00:00+00:00,2065M,479.704
2020-03-01 00:00:00+00:00,2066,550.565
2020-03-01 00:00:00+00:00,2066M,550.565
2020-03-01 00:00:00+00:00,2102,1339.052
2020-03-01 00:00:00+00:00,2102M,1339.052
2020-03-01 00:00:00+00:00,2107,974.809
2020-03-01 00:00:00+00:00,2107M,974.809
2020-03-01 00:00:00+00:00,2108,2647.984
2020-03-01 00:00:00+00:00,2201,17157.666
2020-03-01 00:00:00+00:00,2201M,17157.666
2020-03-01 00:00:00+00:00,2227,7360.634
2020-03-01 00:00:00+00:00,2227M,7360.634
2020-03-01 00:00:00+00:00,2228,946.08
2020-03-01 00:00:00+00:00,2228M,946.08
2020-03-01 00:00:00+00:00,2243,36.859
2020-03-01 00:00:00+00:00,2243M,36.859
2020-03-01 00:00:00+00:00,2245,80.684
2020-03-01 00:00:00+00:00,2245M,80.684
2020-03-01 00:00:00+00:00,2246,91.854
2020-03-01 00:00:00+00:00,2246M,91.854
2020-03-01 00:00:00+00:00,2247,8112.171
2020-03-01 00:00:00+00:00,2247M,8112.171
2020-03-01 00:00:00+00:00,2248,123.514
2020-03-01 00:00:00+00:00,2248M,123.514
2020-03-01 00:00:00+00:00,2305M,86.114
2020-03-01 00:00:00+00:00,2313,12089.664
2020-03-01 00:00:00+00:00,2313M,12089.664
2020-03-01 00:00:00+00:00,2319,63.014
2020-03-01 00:00:00+00:00,2327,10020.156
2020-03-01 00:00:00+00:00,2331M,4114.562
2020-03-01 00:00:00+00:00,2332,3671.532
2020-03-01 00:00:00+00:00,2340,1164.079
2020-03-01 00:00:00+00:00,2340M,1164.079
2020-03-01 00:00:00+00:00,2347M,68151.374
2020-03-01 00:00:00+00:00,2348,538.595
2020-03-01 00:00:00+00:00,2348M,538.595
2020-03-01 00:00:00+00:00,2353M,48854.503
2020-03-01 00:00:00+00:00,2354,11793.229
2020-03-01 00:00:00+00:00,2354M,11793.229
2020-03-01 00:00:00+00:00,2359,687.559
2020-03-01 00:00:00+00:00,2359M,687.559
2020-03-01 00:00:00+00:00,2360,3370.949
2020-03-01 00:00:00+00:00,2365M,335.052
2020-03-01 00:00:00+00:00,2373,2414.442
2020-03-01 00:00:00+00:00,2373M,2414.442
2020-03-01 00:00:00+00:00,2379,15928.032
2020-03-01 00:00:00+00:00,2379M,15928.032
2020-03-01 00:00:00+00:00,2380,294.897
2020-03-01 00:00:00+00:00,2384M,13.292
2020-03-01 00:00:00+00:00,2385,18110.219
2020-03-01 00:00:00+00:00,2385M,18110.219
2020-03-01 00:00:00+00:00,2357M,70847.557
2020-03-01 00:00:00+00:00,2358,293.425
2020-03-01 00:00:00+00:00,2358M,293.425
2020-03-01 00:00:00+00:00,2364,174.957
2020-03-01 00:00:00+00:00,2364M,174.957
2020-03-01 00:00:00+00:00,2365,335.052
2020-03-01 00:00:00+00:00,2371,8930.151
2020-03-01 00:00:00+00:00,2371M,8930.151
2020-03-01 00:00:00+00:00,2377,28503.542
2020-03-01 00:00:00+00:00,2377M,28503.542
2020-03-01 00:00:00+00:00,2382,190264.038
2020-03-01 00:00:00+00:00,2382M,190264.038
2020-03-01 00:00:00+00:00,2383,5908.987
2020-03-01 00:00:00+00:00,2387,2728.454
2020-03-01 00:00:00+00:00,2387M,2728.454
2020-03-01 00:00:00+00:00,2393M,4517.732
2020-03-01 00:00:00+00:00,2395,11272.189
2020-03-01 00:00:00+00:00,2402,1128.259
2020-03-01 00:00:00+00:00,2402M,1128.259
2020-03-01 00:00:00+00:00,2408M,14418.87
2020-03-01 00:00:00+00:00,2409,53690.183
2020-03-01 00:00:00+00:00,2409M,53690.183
2020-03-01 00:00:00+00:00,2415M,520.106
2020-03-01 00:00:00+00:00,2416,28017.926
2020-03-01 00:00:00+00:00,2421M,2247.967
2020-03-01 00:00:00+00:00,2423,539.441
2020-03-01 00:00:00+00:00,2423M,539.441
2020-03-01 00:00:00+00:00,2428,1095.491
2020-03-01 00:00:00+00:00,2428M,1095.491
2020-03-01 00:00:00+00:00,2429,179.758
2020-03-01 00:00:00+00:00,2434M,31.116
2020-03-01 00:00:00+00:00,2436,474.829
2020-03-01 00:00:00+00:00,2436M,474.829
2020-03-01 00:00:00+00:00,2441,3272.699
2020-03-01 00:00:00+00:00,2441M,3272.699
2020-03-01 00:00:00+00:00,2442,859.658
2020-03-01 00:00:00+00:00,2442M,859.658
2020-03-01 00:00:00+00:00,2450,6728.137
2020-03-01 00:00:00+00:00,2450M,6728.137
2020-03-01 00:00:00+00:00,2451,3220.41
2020-03-01 00:00:00+00:00,2451M,3220.41
2020-03-01 00:00:00+00:00,2457,1599.153
2020-03-01 00:00:00+00:00,2457M,1599.153
2020-03-01 00:00:00+00:00,2458,2206.241
2020-03-01 00:00:00+00:00,2462M,694.053
2020-03-01 00:00:00+00:00,2464,2097.421
2020-03-01 00:00:00+00:00,2468,537.473
2020-03-01 00:00:00+00:00,2468M,537.473
2020-03-01 00:00:00+00:00,2476,1035.851
2020-03-01 00:00:00+00:00,2480,1307.761
2020-03-01 00:00:00+00:00,2480M,1307.761
2020-03-01 00:00:00+00:00,2481,2138.465
2020-03-01 00:00:00+00:00,2481M,2138.465
2020-03-01 00:00:00+00:00,2486M,816.114
2020-03-01 00:00:00+00:00,2488,194.71
2020-03-01 00:00:00+00:00,2493M,606.22
2020-03-01 00:00:00+00:00,2495,242.011
2020-03-01 00:00:00+00:00,2495M,242.011
2020-03-01 00:00:00+00:00,2501,840.309
2020-03-01 00:00:00+00:00,2501M,840.309
2020-03-01 00:00:00+00:00,2504,3935.286
2020-03-01 00:00:00+00:00,2509,313.18
2020-03-01 00:00:00+00:00,2509M,313.18
2020-03-01 00:00:00+00:00,2511,2623.553
2020-03-01 00:00:00+00:00,2516,996.254
2020-03-01 00:00:00+00:00,2516M,996.254
2020-03-01 00:00:00+00:00,2526,3526.866
2020-03-01 00:00:00+00:00,2527,631.05
2020-03-01 00:00:00+00:00,2527M,631.05
2020-03-01 00:00:00+00:00,2536,1040.912
2020-03-01 00:00:00+00:00,2536M,1040.912
2020-03-01 00:00:00+00:00,2537,317.912
2020-03-01 00:00:00+00:00,2543,1239.496
2020-03-01 00:00:00+00:00,2543M,1239.496
2020-03-01 00:00:00+00:00,2545,1049.401
2020-03-01 00:00:00+00:00,2596,45.937
2020-03-01 00:00:00+00:00,2596M,45.937
2020-03-01 00:00:00+00:00,2597,2728.121
2020-03-01 00:00:00+00:00,2597M,2728.121
2020-03-01 00:00:00+00:00,2603M,43427.674
2020-03-01 00:00:00+00:00,2610,32372.919
2020-03-01 00:00:00+00:00,2610M,32372.919
2020-03-01 00:00:00+00:00,2611,157.64
2020-03-01 00:00:00+00:00,2615M,18006.787
2020-03-01 00:00:00+00:00,2616,4196.772
2020-03-01 00:00:00+00:00,2616M,4196.772
2020-03-01 00:00:00+00:00,2636,2527.412
2020-03-01 00:00:00+00:00,2636M,2527.412
2020-03-01 00:00:00+00:00,2637,2791.158
2020-03-01 00:00:00+00:00,2702M,280.689
2020-03-01 00:00:00+00:00,2704,550.967
2020-03-01 00:00:00+00:00,2704M,550.967
2020-03-01 00:00:00+00:00,2718,33.209
2020-03-01 00:00:00+00:00,2718M,33.209
2020-03-01 00:00:00+00:00,2719,108.847
2020-03-01 00:00:00+00:00,2719M,108.847
2020-03-01 00:00:00+00:00,2726,277.063
2020-03-01 00:00:00+00:00,2726M,277.063
2020-03-01 00:00:00+00:00,2727,2959.125
2020-03-01 00:00:00+00:00,2727M,2959.125
2020-03-01 00:00:00+00:00,2729,1097.058
2020-03-01 00:00:00+00:00,2739,728.045
2020-03-01 00:00:00+00:00,2739M,728.045
2020-03-01 00:00:00+00:00,2740,39.259
2020-03-01 00:00:00+00:00,2740M,39.259
2020-03-01 00:00:00+00:00,2741,214.889
2020-03-01 00:00:00+00:00,2807,3466.337
2020-03-01 00:00:00+00:00,2807M,3466.337
2020-03-01 00:00:00+00:00,2820,573.496
2020-03-01 00:00:00+00:00,2820M,573.496
2020-03-01 00:00:00+00:00,2834,5499.064
2020-03-01 00:00:00+00:00,2834M,5499.064
2020-03-01 00:00:00+00:00,2848,1871.859
2020-03-01 00:00:00+00:00,2855,404.345
2020-03-01 00:00:00+00:00,2855M,404.345
2020-03-01 00:00:00+00:00,2856,750.422
2020-03-01 00:00:00+00:00,2882,161542.031
2020-03-01 00:00:00+00:00,2882M,161542.031
2020-03-01 00:00:00+00:00,2883,52431.756
2020-03-01 00:00:00+00:00,2883M,52431.756
2020-03-01 00:00:00+00:00,2889M,1495.703
2020-03-01 00:00:00+00:00,2890,8822.664
2020-03-01 00:00:00+00:00,2890M,8822.664
2020-03-01 00:00:00+00:00,2891,62852.253
2020-03-01 00:00:00+00:00,2904,117.19
2020-03-01 00:00:00+00:00,2904M,117.19
2020-03-01 00:00:00+00:00,2911,921.03
2020-03-01 00:00:00+00:00,2911M,921.03
2020-03-01 00:00:00+00:00,2912,63049.749
2020-03-01 00:00:00+00:00,2912M,63049.749
2020-03-01 00:00:00+00:00,2924,77.617
2020-03-01 00:00:00+00:00,2924M,77.617
2020-03-01 00:00:00+00:00,2926,1142.668
2020-03-01 00:00:00+00:00,2926M,1142.668
2020-03-01 00:00:00+00:00,2928,1972.538
2020-03-01 00:00:00+00:00,2928M,1972.538
2020-03-01 00:00:00+00:00,3004,653.665
2020-03-01 00:00:00+00:00,3004M,653.665
2020-03-01 00:00:00+00:00,3005,5598.659
2020-03-01 00:00:00+00:00,3011M,264.126
2020-03-01 00:00:00+00:00,3013,1360.463
2020-03-01 00:00:00+00:00,3013M,1360.463
2020-03-01 00:00:00+00:00,3017M,7486.551
2020-03-01 00:00:00+00:00,3018,398.291
2020-03-01 00:00:00+00:00,3018M,398.291
2020-03-01 00:00:00+00:00,3024,254.294
2020-03-01 00:00:00+00:00,3024M,254.294
2020-03-01 00:00:00+00:00,3030,1162.501
2020-03-01 00:00:00+00:00,3030M,1162.501
2020-03-01 00:00:00+00:00,3031,265.869
2020-03-01 00:00:00+00:00,3036,77475.659
2020-03-01 00:00:00+00:00,3036M,77475.659
2020-03-01 00:00:00+00:00,3037,20567.292
2020-03-01 00:00:00+00:00,3042M,2151.182
2020-03-01 00:00:00+00:00,3043,197.301
2020-03-01 00:00:00+00:00,3043M,197.301
2020-03-01 00:00:00+00:00,3048,21585.782
2020-03-01 00:00:00+00:00,3048M,21585.782
2020-03-01 00:00:00+00:00,3049,898.986
2020-03-01 00:00:00+00:00,3049M,898.986
2020-03-01 00:00:00+00:00,3055M,644.482
2020-03-01 00:00:00+00:00,3056,1551.838
2020-03-01 00:00:00+00:00,3056M,1551.838
2020-03-01 00:00:00+00:00,3062M,928.688
2020-03-01 00:00:00+00:00,3064,36.57
2020-03-01 00:00:00+00:00,3064M,36.57
2020-03-01 00:00:00+00:00,3073,18.216
2020-03-01 00:00:00+00:00,3073M,18.216
2020-03-01 00:00:00+00:00,3086,24.563
2020-03-01 00:00:00+00:00,3086M,24.563
2020-03-01 00:00:00+00:00,3088,1124.237
2020-03-01 00:00:00+00:00,3094,49.274
2020-03-01 00:00:00+00:00,3094M,49.274
2020-03-01 00:00:00+00:00,3095,109.237
2020-03-01 00:00:00+00:00,3095M,109.237
2020-03-01 00:00:00+00:00,3118,133.886
2020-03-01 00:00:00+00:00,3118M,133.886
2020-03-01 00:00:00+00:00,3122,82.586
2020-03-01 00:00:00+00:00,3122M,82.586
2020-03-01 00:00:00+00:00,3131,494.034
2020-03-01 00:00:00+00:00,3131M,494.034
2020-03-01 00:00:00+00:00,3138,237.185
2020-03-01 00:00:00+00:00,3150,60.728
2020-03-01 00:00:00+00:00,3150M,60.728
2020-03-01 00:00:00+00:00,3151,1.839
2020-03-01 00:00:00+00:00,2392,16198.978
2020-03-01 00:00:00+00:00,2392M,16198.978
2020-03-01 00:00:00+00:00,2393,4517.732
2020-03-01 00:00:00+00:00,2399M,537.57
2020-03-01 00:00:00+00:00,2401,1042.456
2020-03-01 00:00:00+00:00,2401M,1042.456
2020-03-01 00:00:00+00:00,2406M,2097.747
2020-03-01 00:00:00+00:00,2408,14418.87
2020-03-01 00:00:00+00:00,2414,4929.52
2020-03-01 00:00:00+00:00,2414M,4929.52
2020-03-01 00:00:00+00:00,2415,520.106
2020-03-01 00:00:00+00:00,2420,552.89
2020-03-01 00:00:00+00:00,2420M,552.89
2020-03-01 00:00:00+00:00,2421,2247.967
2020-03-01 00:00:00+00:00,2426M,491.637
2020-03-01 00:00:00+00:00,2427,549.777
2020-03-01 00:00:00+00:00,2427M,549.777
2020-03-01 00:00:00+00:00,2433,979.275
2020-03-01 00:00:00+00:00,2433M,979.275
2020-03-01 00:00:00+00:00,2434,31.116
2020-03-01 00:00:00+00:00,2439M,5190.607
2020-03-01 00:00:00+00:00,2440,509.515
2020-03-01 00:00:00+00:00,2440M,509.515
2020-03-01 00:00:00+00:00,2448,3387.728
2020-03-01 00:00:00+00:00,2448M,3387.728
2020-03-01 00:00:00+00:00,2449,7001.154
2020-03-01 00:00:00+00:00,2449M,7001.154
2020-03-01 00:00:00+00:00,2455M,649.635
2020-03-01 00:00:00+00:00,2456,3620.875
2020-03-01 00:00:00+00:00,2456M,3620.875
2020-03-01 00:00:00+00:00,2461,1160.08
2020-03-01 00:00:00+00:00,2461M,1160.08
2020-03-01 00:00:00+00:00,2462,694.053
2020-03-01 00:00:00+00:00,2472,1568.281
2020-03-01 00:00:00+00:00,2472M,1568.281
2020-03-01 00:00:00+00:00,2476M,1035.851
2020-03-01 00:00:00+00:00,2477,544.356
2020-03-01 00:00:00+00:00,2477M,544.356
2020-03-01 00:00:00+00:00,2483M,386.797
2020-03-01 00:00:00+00:00,2484,528.17
2020-03-01 00:00:00+00:00,2484M,528.17
2020-03-01 00:00:00+00:00,2488M,194.71
2020-03-01 00:00:00+00:00,2489,2974.251
2020-03-01 00:00:00+00:00,2489M,2974.251
2020-03-01 00:00:00+00:00,2496,199.928
2020-03-01 00:00:00+00:00,2496M,199.928
2020-03-01 00:00:00+00:00,2497,408.573
2020-03-01 00:00:00+00:00,2504M,3935.286
2020-03-01 00:00:00+00:00,2505,225.007
2020-03-01 00:00:00+00:00,2505M,225.007
2020-03-01 00:00:00+00:00,2514M,1617.606
2020-03-01 00:00:00+00:00,2515,2862.868
2020-03-01 00:00:00+00:00,2515M,2862.868
2020-03-01 00:00:00+00:00,2524,1725.067
2020-03-01 00:00:00+00:00,2524M,1725.067
2020-03-01 00:00:00+00:00,2535,2323.584
2020-03-01 00:00:00+00:00,2535M,2323.584
2020-03-01 00:00:00+00:00,2540M,806.723
2020-03-01 00:00:00+00:00,2542,2073.482
2020-03-01 00:00:00+00:00,2542M,2073.482
2020-03-01 00:00:00+00:00,2605,1157.956
2020-03-01 00:00:00+00:00,2605M,1157.956
2020-03-01 00:00:00+00:00,2609,34642.179
2020-03-01 00:00:00+00:00,2609M,34642.179
2020-03-01 00:00:00+00:00,2614,1064.998
2020-03-01 00:00:00+00:00,2614M,1064.998
2020-03-01 00:00:00+00:00,2615,18006.787
2020-03-01 00:00:00+00:00,2633,9600.283
2020-03-01 00:00:00+00:00,2633M,9600.283
2020-03-01 00:00:00+00:00,2634,5616.777
2020-03-01 00:00:00+00:00,2634M,5616.777
2020-03-01 00:00:00+00:00,2701,75.288
2020-03-01 00:00:00+00:00,2701M,75.288
2020-03-01 00:00:00+00:00,2702,280.689
2020-03-01 00:00:00+00:00,2712,95.114
2020-03-01 00:00:00+00:00,2712M,95.114
2020-03-01 00:00:00+00:00,2729M,1097.058
2020-03-01 00:00:00+00:00,2730,39.444
2020-03-01 00:00:00+00:00,2730M,39.444
2020-03-01 00:00:00+00:00,2731,4449.622
2020-03-01 00:00:00+00:00,2741M,214.889
2020-03-01 00:00:00+00:00,2743,728.806
2020-03-01 00:00:00+00:00,2743M,728.806
2020-03-01 00:00:00+00:00,2745,882.618
2020-03-01 00:00:00+00:00,2745M,882.618
2020-03-01 00:00:00+00:00,2748,499.311
2020-03-01 00:00:00+00:00,2748M,499.311
2020-03-01 00:00:00+00:00,2809,1560.08
2020-03-01 00:00:00+00:00,2809M,1560.08
2020-03-01 00:00:00+00:00,2823,70885.252
2020-03-01 00:00:00+00:00,2823M,70885.252
2020-03-01 00:00:00+00:00,2836,997.181
2020-03-01 00:00:00+00:00,2836M,997.181
2020-03-01 00:00:00+00:00,2837,2211.527
2020-03-01 00:00:00+00:00,2837M,2211.527
2020-03-01 00:00:00+00:00,2848M,1871.859
2020-03-01 00:00:00+00:00,2849,1496.645
2020-03-01 00:00:00+00:00,2849M,1496.645
2020-03-01 00:00:00+00:00,2856M,750.422
2020-03-01 00:00:00+00:00,2867,34303.306
2020-03-01 00:00:00+00:00,2867M,34303.306
2020-03-01 00:00:00+00:00,2880,5866.313
2020-03-01 00:00:00+00:00,2885M,24807.566
2020-03-01 00:00:00+00:00,2886,10796.264
2020-03-01 00:00:00+00:00,2886M,10796.264
2020-03-01 00:00:00+00:00,2887,9973.594
2020-03-01 00:00:00+00:00,2897M,1883.085
2020-03-01 00:00:00+00:00,2901,28.334
2020-03-01 00:00:00+00:00,2901M,28.334
2020-03-01 00:00:00+00:00,2906M,1531.64
2020-03-01 00:00:00+00:00,2908,9155.805
2020-03-01 00:00:00+00:00,2908M,9155.805
2020-03-01 00:00:00+00:00,2915,698.96
2020-03-01 00:00:00+00:00,2915M,698.96
2020-03-01 00:00:00+00:00,2916,307.4
2020-03-01 00:00:00+00:00,2916M,307.4
2020-03-01 00:00:00+00:00,2939,366.537
2020-03-01 00:00:00+00:00,2939M,366.537
2020-03-01 00:00:00+00:00,2942,268.399
2020-03-01 00:00:00+00:00,2942M,268.399
2020-03-01 00:00:00+00:00,2945,3156.764
2020-03-01 00:00:00+00:00,2945M,3156.764
2020-03-01 00:00:00+00:00,3008,13214.517
2020-03-01 00:00:00+00:00,3008M,13214.517
2020-03-01 00:00:00+00:00,3016,1003.113
2020-03-01 00:00:00+00:00,3016M,1003.113
2020-03-01 00:00:00+00:00,3017,7486.551
2020-03-01 00:00:00+00:00,3022M,1008.136
2020-03-01 00:00:00+00:00,3023,4512.395
2020-03-01 00:00:00+00:00,3023M,4512.395
2020-03-01 00:00:00+00:00,3028,6220.057
2020-03-01 00:00:00+00:00,3028M,6220.057
2020-03-01 00:00:00+00:00,3029,2531.809
2020-03-01 00:00:00+00:00,3029M,2531.809
2020-03-01 00:00:00+00:00,3034M,16891.154
2020-03-01 00:00:00+00:00,3035,1265.424
2020-03-01 00:00:00+00:00,3035M,1265.424
2020-03-01 00:00:00+00:00,3041,498.026
2020-03-01 00:00:00+00:00,3041M,498.026
2020-03-01 00:00:00+00:00,3042,2151.182
2020-03-01 00:00:00+00:00,3046M,283.794
2020-03-01 00:00:00+00:00,3047,1211.008
2020-03-01 00:00:00+00:00,3047M,1211.008
2020-03-01 00:00:00+00:00,3054,102.4
2020-03-01 00:00:00+00:00,3054M,102.4
2020-03-01 00:00:00+00:00,3055,644.482
2020-03-01 00:00:00+00:00,3060M,1133.767
2020-03-01 00:00:00+00:00,3062,928.688
2020-03-01 00:00:00+00:00,3071,390.533
2020-03-01 00:00:00+00:00,3071M,390.533
2020-03-01 00:00:00+00:00,3083M,114.001
2020-03-01 00:00:00+00:00,3085,39.746
2020-03-01 00:00:00+00:00,3085M,39.746
2020-03-01 00:00:00+00:00,3092M,575.499
2020-03-01 00:00:00+00:00,3093,385.404
2020-03-01 00:00:00+00:00,3093M,385.404
2020-03-01 00:00:00+00:00,3114,790.088
2020-03-01 00:00:00+00:00,3114M,790.088
2020-03-01 00:00:00+00:00,3115,120.318
2020-03-01 00:00:00+00:00,3128,204.049
2020-03-01 00:00:00+00:00,3128M,204.049
2020-03-01 00:00:00+00:00,3130,396.918
2020-03-01 00:00:00+00:00,3130M,396.918
2020-03-01 00:00:00+00:00,3147,531.784
2020-03-01 00:00:00+00:00,3147M,531.784
2020-03-01 00:00:00+00:00,3149,401.571
2020-03-01 00:00:00+00:00,3149M,401.571
2020-03-01 00:00:00+00:00,3158M,131.918
2020-03-01 00:00:00+00:00,3162,192.523
2020-03-01 00:00:00+00:00,3169M,124.717
2020-03-01 00:00:00+00:00,3171,344.782
2020-03-01 00:00:00+00:00,3171M,344.782
2020-03-01 00:00:00+00:00,3176,131.054
2020-03-01 00:00:00+00:00,3189M,5892.333
2020-03-01 00:00:00+00:00,3191,50.078
2020-03-01 00:00:00+00:00,3191M,50.078
2020-03-01 00:00:00+00:00,3206M,575.043
2020-03-01 00:00:00+00:00,3207,139.311
2020-03-01 00:00:00+00:00,3207M,139.311
2020-03-01 00:00:00+00:00,3217,473.441
2020-03-01 00:00:00+00:00,3217M,473.441
2020-03-01 00:00:00+00:00,3218,394.797
2020-03-01 00:00:00+00:00,3224M,401.361
2020-03-01 00:00:00+00:00,3226,538.146
2020-03-01 00:00:00+00:00,3226M,538.146
2020-03-01 00:00:00+00:00,2362M,3428.351
2020-03-01 00:00:00+00:00,2363,28.773
2020-03-01 00:00:00+00:00,2363M,28.773
2020-03-01 00:00:00+00:00,2368M,5061.901
