證券代碼,年月日,時間,指數,委託買進筆數,委託買進張數,委託賣出筆數,委託賣出張數,成交筆數,成交張數,成交金額
Y9999,2020-03-23,0900,9234.09,211947,2987641,153362,985831,0,0,0
Y9999,2020-03-23,0901,8858.56,243956,3652513,181989,1166965,56798,256214,7226
Y9999,2020-03-23,0902,8832.95,291070,4195694,216703,1267974,73621,327622,9250
Y9999,2020-03-23,0903,8798.41,341145,4507856,251062,1368694,91241,408592,11534
Y9999,2020-03-23,0904,8758.05,398340,4947963,287126,1460324,106499,467759,13364
Y9999,2020-03-23,0905,8753.71,452092,6538852,320146,1553955,120227,521500,14657
Y9999,2020-03-23,0906,8762.23,512710,7170380,353753,1632022,136063,595347,16325
Y9999,2020-03-23,0907,8775.55,574019,7726010,386712,1726463,148884,648887,17654
Y9999,2020-03-23,0908,8802.68,637252,8021767,420009,1779841,160778,698916,18948
Y9999,2020-03-23,0909,8822.39,695997,8189734,450597,1823980,172441,750718,20247
Y9999,2020-03-23,0910,8851.77,758329,8118492,482260,1870740,182456,791679,21369
Y9999,2020-03-23,0911,8875.57,821674,8265166,516414,1918112,194548,843159,22487
Y9999,2020-03-23,0912,8900.26,881449,8407047,548842,1957490,204221,878012,23601
Y9999,2020-03-23,0913,8902.11,945655,8614412,583699,1988071,213592,911453,24628
Y9999,2020-03-23,0914,8880.75,1012047,8874271,619252,2032371,223465,945617,25826
Y9999,2020-03-23,0915,8857.44,1072780,9331560,654650,2086714,232572,977783,26878
Y9999,2020-03-23,0916,8871.35,1129899,9510826,685556,2126867,241314,1017462,27707
Y9999,2020-03-23,0917,8872.2,1181467,9605521,713422,2164294,249030,1046611,28535
Y9999,2020-03-23,0918,8882.61,1230516,9859563,739249,2237578,255341,1069123,29133
Y9999,2020-03-23,0919,8886.03,1275764,9973921,762835,2266097,261771,1093912,29831
Y9999,2020-03-23,0920,8882.95,1317709,10177001,787155,2314046,268664,1120361,30539
Y9999,2020-03-23,0921,8888.14,1359277,10136364,810250,2343747,275667,1149374,31270
Y9999,2020-03-23,0922,8880.51,1405254,10174945,833758,2383872,282633,1174882,31965
Y9999,2020-03-23,0923,8874.97,1448920,10195616,857890,2418438,289520,1198291,32660
Y9999,2020-03-23,0924,8875.93,1488067,10270753,879350,2444339,296077,1221352,33200
Y9999,2020-03-23,0925,8884.96,1525696,10409844,899329,2479757,302139,1245327,33880
Y9999,2020-03-23,0926,8885.75,1563537,10407499,918450,2505795,308714,1269929,34498
Y9999,2020-03-23,0927,8884.82,1596662,10507457,936739,2538958,314344,1290693,34943
Y9999,2020-03-23,0928,8887.41,1628238,10470045,954715,2530375,320227,1312350,35461
Y9999,2020-03-23,0929,8902.15,1666208,10288206,974574,2548428,327280,1339126,36297
Y9999,2020-03-23,0930,8917.89,1721718,10348020,1003000,2578615,336084,1378084,37227
Y9999,2020-03-23,0931,8913.62,1781338,10513376,1036339,2621649,345405,1416998,38188
Y9999,2020-03-23,0932,8922.7,1831337,10563193,1064964,2659926,352229,1442140,38910
Y9999,2020-03-23,0933,8934.93,1876016,10704787,1090876,2692028,358987,1469414,39588
Y9999,2020-03-23,0934,8946.84,1922814,10569851,1116772,2701889,366894,1503225,40509
Y9999,2020-03-23,0935,8975.37,1979827,10657688,1149058,2735443,376779,1542316,41637
Y9999,2020-03-23,0936,8967.7,2044687,10650153,1187468,2776164,388264,1592376,42986
Y9999,2020-03-23,0937,8965.64,2099590,10946414,1219459,2827397,396767,1626814,43874
Y9999,2020-03-23,0938,8970.43,2140667,11188917,1243518,2863697,402881,1656615,44534
Y9999,2020-03-23,0939,8978.06,2183595,11107342,1267430,2897863,409191,1687303,45298
Y9999,2020-03-23,0940,8977.78,2230149,11210986,1293457,2933313,415541,1717627,46024
Y9999,2020-03-23,0941,8982.0,2274990,11259591,1320652,2964878,422479,1749921,46740
Y9999,2020-03-23,0942,8962.57,2322542,11065572,1349189,2995200,430366,1783067,47681
Y9999,2020-03-23,0943,8950.2,2369251,11344069,1378765,3043781,438001,1809834,48514
Y9999,2020-03-23,0944,8952.95,2413345,11389533,1404544,3072572,443944,1831535,49091
Y9999,2020-03-23,0945,8957.51,2450559,11538786,1427156,3091343,448608,1848633,49535
Y9999,2020-03-23,0946,8946.53,2492223,11520652,1453756,3113366,454419,1872469,50108
Y9999,2020-03-23,0947,8937.81,2527570,11559918,1477505,3148770,461799,1899581,50851
Y9999,2020-03-23,0948,8926.99,2566502,11610131,1501389,3180183,467835,1923507,51415
Y9999,2020-03-23,0949,8924.65,2597777,11694530,1521328,3211302,473774,1945058,51941
Y9999,2020-03-23,0950,8924.12,2635593,11572006,1544337,3248015,479676,1970704,52748
Y9999,2020-03-23,0951,8924.71,2669418,11665000,1564981,3270645,485133,1993441,53182
Y9999,2020-03-23,0952,8921.02,2697891,11654021,1581568,3290345,489124,2007697,53509
Y9999,2020-03-23,0953,8922.11,2725023,11715282,1597235,3322549,493709,2021430,53869
Y9999,2020-03-23,0954,8927.66,2750599,11626891,1612520,3342627,497608,2035765,54311
Y9999,2020-03-23,0955,8941.23,2783901,11633463,1631341,3372704,502307,2055733,54920
Y9999,2020-03-23,0956,8945.69,2819654,11579380,1651333,3378037,507799,2080389,55496
Y9999,2020-03-23,0957,8950.79,2859456,11585384,1673870,3405878,512570,2098890,56119
Y9999,2020-03-23,0958,8944.58,2890058,11826129,1691807,3437256,517074,2115679,56579
Y9999,2020-03-23,0959,8949.97,2920873,11852498,1709900,3466209,521695,2133261,57008
Y9999,2020-03-23,1000,8950.02,2950697,11910654,1728066,3485943,525779,2148188,57455
Y9999,2020-03-23,1001,8941.24,2984239,11838901,1748704,3506677,530754,2168785,57875
Y9999,2020-03-23,1002,8935.57,3021347,11987088,1772226,3544770,536162,2186878,58392
Y9999,2020-03-23,1003,8939.61,3048862,11920845,1789582,3563629,540400,2202224,58783
Y9999,2020-03-23,1004,8937.34,3075198,12026559,1805680,3564801,543639,2213383,59043
Y9999,2020-03-23,1005,8944.79,3103169,12021889,1822365,3581129,547252,2226073,59386
Y9999,2020-03-23,1006,8939.73,3132789,11936986,1839977,3594301,551716,2243871,59773
Y9999,2020-03-23,1007,8940.27,3161049,12024818,1856339,3616395,555620,2258502,60150
Y9999,2020-03-23,1008,8938.85,3192968,11870471,1874333,3625648,560015,2274100,60521
Y9999,2020-03-23,1009,8926.37,3231464,11875291,1898501,3654062,566902,2299512,61243
Y9999,2020-03-23,1010,8925.3,3265907,12115081,1920701,3685641,572298,2317371,61717
Y9999,2020-03-23,1011,8912.57,3301615,12035981,1942088,3702080,578568,2338116,62291
Y9999,2020-03-23,1012,8917.59,3333389,12036403,1962791,3717215,583115,2352097,62690
Y9999,2020-03-23,1013,8920.22,3363724,12066407,1981888,3706604,587505,2368581,63082
Y9999,2020-03-23,1014,8929.35,3393990,12049002,2000373,3739149,591431,2382427,63531
Y9999,2020-03-23,1015,8919.43,3424743,12089051,2018541,3748245,595569,2397528,63939
Y9999,2020-03-23,1016,8916.58,3451728,12234939,2035324,3771827,601168,2419587,64509
Y9999,2020-03-23,1017,8916.93,3478333,12272525,2052379,3791727,605141,2435785,64850
Y9999,2020-03-23,1018,8917.62,3504312,12065967,2067861,3804170,608615,2447647,65306
Y9999,2020-03-23,1019,8916.78,3529813,12282994,2083131,3823872,612151,2458208,65567
Y9999,2020-03-23,1020,8912.8,3556360,12301585,2100017,3841495,616493,2473652,65914
Y9999,2020-03-23,1021,8904.19,3590469,12088546,2122425,3855939,622766,2496408,66488
Y9999,2020-03-23,1022,8891.69,3626415,12242892,2145611,3879581,629412,2516366,67121
Y9999,2020-03-23,1023,8890.03,3654613,12321959,2163998,3898689,635444,2536239,67775
Y9999,2020-03-23,1024,8886.46,3685149,12218854,2182124,3916236,640161,2553330,68345
Y9999,2020-03-23,1025,8895.45,3710215,12319534,2198312,3931549,644588,2567964,68714
Y9999,2020-03-23,1026,8900.23,3737420,12281905,2214584,3960975,649586,2589172,69235
Y9999,2020-03-23,1027,8898.68,3764491,12395653,2230213,3988642,653849,2605602,69669
Y9999,2020-03-23,1028,8904.63,3793453,12330375,2247456,4002883,658012,2620079,70034
Y9999,2020-03-23,1029,8907.22,3822366,12364962,2263775,4020557,661709,2631502,70344
Y9999,2020-03-23,1030,8908.44,3849066,12325882,2278792,4038691,665320,2644255,70659
Y9999,2020-03-23,1031,8910.13,3877412,12418186,2295851,4045517,668810,2656736,70940
Y9999,2020-03-23,1032,8910.74,3905768,12511197,2313591,4067996,671997,2667112,71248
Y9999,2020-03-23,1033,8919.95,3934756,12520912,2331287,4077508,675455,2679491,71613
Y9999,2020-03-23,1034,8921.84,3959712,12516509,2345513,4086923,678523,2689813,71906
Y9999,2020-03-23,1035,8927.32,3985778,12484758,2360722,4105303,683161,2705730,72333
Y9999,2020-03-23,1036,8944.15,4024546,12377532,2383009,4109670,688984,2728314,73053
Y9999,2020-03-23,1037,8947.86,4055673,12531909,2401055,4127225,692913,2740760,73420
Y9999,2020-03-23,1038,8930.27,4091796,12414000,2423215,4155272,697886,2757411,73886
Y9999,2020-03-23,1039,8936.13,4121204,12556234,2441193,4170024,700961,2766094,74125
Y9999,2020-03-23,1040,8938.35,4148420,12592495,2456279,4178437,703547,2773834,74343
Y9999,2020-03-23,1041,8936.44,4175617,12700467,2473299,4190719,706695,2786226,74589
Y9999,2020-03-23,1042,8936.91,4198765,12738722,2487136,4204466,709443,2795391,74808
Y9999,2020-03-23,1043,8939.26,4221645,12696779,2501040,4218488,712300,2805842,75082
Y9999,2020-03-23,1044,8941.19,4245209,12706888,2515110,4221550,715176,2816760,75336
Y9999,2020-03-23,1045,8942.7,4269103,12786871,2529374,4236908,717774,2825667,75546
Y9999,2020-03-23,1046,8941.82,4291367,12832341,2542667,4249907,720665,2836994,75764
Y9999,2020-03-23,1047,8944.34,4314721,12766484,2556758,4237228,723358,2846395,75996
Y9999,2020-03-23,1048,8945.89,4338836,12801226,2571790,4250810,726872,2858592,76292
Y9999,2020-03-23,1049,8951.96,4365242,12695750,2587713,4285340,731234,2878410,76809
Y9999,2020-03-23,1050,8954.41,4391142,12849171,2604336,4298410,734485,2888726,77094
Y9999,2020-03-23,1051,8950.34,4415780,12752861,2619568,4304486,737778,2900960,77390
Y9999,2020-03-23,1052,8953.53,4440796,12740054,2635230,4303684,741106,2911495,77675
Y9999,2020-03-23,1053,8955.62,4462954,12826423,2652850,4313862,743874,2921506,77904
Y9999,2020-03-23,1054,8952.27,4484703,12833371,2670398,4328745,746754,2931139,78164
Y9999,2020-03-23,1055,8947.11,4508878,12830834,2690356,4352522,750560,2944455,78543
Y9999,2020-03-23,1056,8947.38,4534565,12911679,2713016,4381623,754099,2955375,78826
Y9999,2020-03-23,1057,8942.5,4556441,12877747,2731683,4382448,756659,2963797,79074
Y9999,2020-03-23,1058,8947.34,4578881,12967269,2750327,4400065,759194,2970739,79298
Y9999,2020-03-23,1059,8946.78,4598186,12876130,2765952,4404366,761550,2977280,79522
Y9999,2020-03-23,1100,8948.41,4618458,13031320,2783520,4427766,764153,2986053,79784
Y9999,2020-03-23,1101,8952.09,4652890,12893573,2809520,4431122,768450,3005429,80412
Y9999,2020-03-23,1102,8962.08,4685316,13010603,2835740,4456494,772800,3024239,80866
Y9999,2020-03-23,1103,8965.54,4715972,13019608,2860199,4460994,776930,3040292,81284
Y9999,2020-03-23,1104,8975.85,4748647,12909642,2885768,4467573,782029,3062611,81887
Y9999,2020-03-23,1105,8990.98,4781622,12996225,2913044,4479450,787371,3084138,82528
Y9999,2020-03-23,1106,8989.91,4819057,12990346,2942312,4495917,792227,3103290,83046
Y9999,2020-03-23,1107,8983.73,4853149,13120045,2970397,4521940,796153,3117237,83432
Y9999,2020-03-23,1108,8982.15,4881747,13150099,2994990,4522158,799537,3129492,83743
Y9999,2020-03-23,1109,8982.87,4908090,13173922,3017768,4521798,802450,3138786,83997
Y9999,2020-03-23,1110,8979.16,4933067,13176844,3039018,4525500,805618,3148969,84269
Y9999,2020-03-23,1111,8972.1,4958568,13103379,3059985,4549329,808997,3162688,84590
Y9999,2020-03-23,1112,8975.03,4985202,13202060,3083128,4575868,812398,3173971,84907
Y9999,2020-03-23,1113,8972.06,5009615,13166416,3102494,4584908,815510,3184778,85179
Y9999,2020-03-23,1114,8977.92,5033429,13241073,3123179,4610608,818390,3194532,85465
Y9999,2020-03-23,1115,8979.79,5057669,13299432,3141859,4608531,821328,3203348,85729
Y9999,2020-03-23,1116,8983.41,5078814,13324430,3160422,4625844,824603,3214243,85976
Y9999,2020-03-23,1117,8979.53,5098542,13390849,3177832,4650352,827656,3223198,86216
Y9999,2020-03-23,1118,8981.3,5120971,13368860,3197089,4662306,830849,3233934,86480
Y9999,2020-03-23,1119,8979.63,5139588,13358577,3216885,4673872,833469,3243582,86706
Y9999,2020-03-23,1120,8983.05,5159837,13393665,3238585,4683474,836300,3253805,86954
Y9999,2020-03-23,1121,8989.61,5195938,13171617,3272049,4677439,841811,3278954,87529
Y9999,2020-03-23,1122,8996.1,5227969,13367269,3301473,4700065,845724,3292213,87872
Y9999,2020-03-23,1123,9001.26,5253771,13297349,3326378,4706774,849548,3305238,88223
Y9999,2020-03-23,1124,9004.01,5284340,13329403,3355735,4710894,853759,3320226,88643
Y9999,2020-03-23,1125,9010.81,5319971,13327299,3387696,4723063,858326,3334590,89165
Y9999,2020-03-23,1126,9012.78,5353815,13485256,3417676,4742858,862908,3352529,89678
Y9999,2020-03-23,1127,9005.23,5388460,13479875,3450034,4759375,868229,3375061,90233
Y9999,2020-03-23,1128,9014.64,5420917,13381407,3479292,4770119,873006,3393363,90782
Y9999,2020-03-23,1129,9025.03,5463796,13286328,3516122,4788327,878483,3410171,91525
Y9999,2020-03-23,1130,9023.11,5511031,13475476,3554897,4815632,883503,3428072,92152
Y9999,2020-03-23,1131,9019.93,5550037,13428881,3578857,4831953,888566,3447284,92765
Y9999,2020-03-23,1132,9019.67,5581817,13455703,3598384,4849261,893563,3461467,93381
Y9999,2020-03-23,1133,9023.03,5616010,13405801,3618349,4866012,897927,3476147,93855
Y9999,2020-03-23,1134,9014.25,5649789,13436114,3638784,4878088,902349,3490871,94282
Y9999,2020-03-23,1135,9011.61,5680185,13684474,3658191,4897262,906306,3503595,94666
Y9999,2020-03-23,1136,9010.5,5703801,13632324,3672418,4906069,909821,3514699,94964
Y9999,2020-03-23,1137,9011.06,5732341,13575849,3688298,4928482,912996,3525866,95281
Y9999,2020-03-23,1138,9017.17,5753156,13762264,3700150,4941180,915804,3534621,95516
Y9999,2020-03-23,1139,9016.95,5775473,13791905,3713003,4948318,918593,3543798,95754
Y9999,2020-03-23,1140,9012.53,5798041,13707318,3726493,4958061,921526,3553625,96000
Y9999,2020-03-23,1141,9010.55,5827611,13777604,3743373,4977354,925218,3567507,96361
Y9999,2020-03-23,1142,9003.9,5854130,13730970,3759104,4986474,928607,3578602,96672
Y9999,2020-03-23,1143,8994.9,5883331,13751628,3776175,5010445,933157,3596390,97268
Y9999,2020-03-23,1144,8999.8,5905704,13824373,3789325,5030719,936535,3606507,97556
Y9999,2020-03-23,1145,8994.96,5930706,13841528,3804617,5048525,940331,3619845,97903
Y9999,2020-03-23,1146,8995.56,5953777,13878784,3819406,5056363,943686,3631399,98215
Y9999,2020-03-23,1147,9000.57,5977304,13851124,3833543,5062561,946600,3640800,98459
Y9999,2020-03-23,1148,8993.31,5996236,13872456,3845739,5077398,949609,3649771,98710
Y9999,2020-03-23,1149,9001.51,6019165,13852346,3859745,5077236,952427,3657720,98942
Y9999,2020-03-23,1150,9002.29,6039585,13894706,3871822,5089047,955439,3669370,99203
Y9999,2020-03-23,1151,9007.26,6064443,13889193,3886100,5094348,958858,3682704,99527
Y9999,2020-03-23,1152,9004.86,6088842,13861176,3899890,5115571,962259,3693942,99800
Y9999,2020-03-23,1153,9006.86,6111927,13970051,3912798,5133195,965010,3702688,100031
Y9999,2020-03-23,1154,9013.65,6134269,13956749,3925392,5142083,967781,3710696,100289
Y9999,2020-03-23,1155,9005.68,6156963,13944341,3938987,5152569,970783,3719808,100545
Y9999,2020-03-23,1156,8997.48,6180583,13870570,3953427,5167579,974466,3734476,100845
Y9999,2020-03-23,1157,8999.48,6203138,13991017,3967219,5186759,977869,3747069,101156
Y9999,2020-03-23,1158,8997.63,6220523,14006287,3977584,5205054,980446,3755202,101358
Y9999,2020-03-23,1159,8990.14,6241586,13943748,3991081,5209352,984505,3767451,101754
Y9999,2020-03-23,1200,8993.53,6263948,13977326,4004866,5224515,987693,3779015,102049
Y9999,2020-03-23,1201,8988.21,6282767,14006308,4016935,5238697,991567,3792103,102419
Y9999,2020-03-23,1202,8992.12,6299665,14056578,4028061,5254528,994381,3800531,102679
Y9999,2020-03-23,1203,8994.81,6318193,14083753,4038969,5266549,996998,3809753,102925
Y9999,2020-03-23,1204,8994.88,6336181,14122896,4049915,5274224,999424,3818221,103101
Y9999,2020-03-23,1205,8994.34,6351799,14148138,4058944,5276942,1001866,3825361,103307
Y9999,2020-03-23,1206,8991.36,6367470,14110340,4067810,5278021,1004539,3835824,103509
Y9999,2020-03-23,1207,8993.94,6385510,13952060,4077938,5283708,1007099,3844713,103721
Y9999,2020-03-23,1208,8992.72,6401827,14179228,4087233,5299733,1009598,3852614,103926
Y9999,2020-03-23,1209,8992.78,6421036,14116550,4098461,5308174,1012238,3861280,104172
Y9999,2020-03-23,1210,8992.32,6441323,13992631,4110351,5318688,1015591,3871681,104507
Y9999,2020-03-23,1211,8987.42,6462821,14115188,4122760,5334511,1019214,3883505,104836
Y9999,2020-03-23,1212,8993.54,6483484,14118651,4134165,5339376,1021982,3893090,105112
Y9999,2020-03-23,1213,8990.02,6503345,14107099,4145750,5348422,1025158,3904809,105383
Y9999,2020-03-23,1214,8993.48,6521995,14121877,4156490,5360753,1028132,3916038,105628
Y9999,2020-03-23,1215,8993.02,6540091,14180624,4166341,5374976,1030943,3925892,105883
Y9999,2020-03-23,1216,8994.29,6556578,14216418,4176531,5391720,1034422,3941005,106170
Y9999,2020-03-23,1217,8993.73,6571652,14292038,4185986,5405305,1037370,3953494,106443
Y9999,2020-03-23,1218,8991.94,6588054,14215858,4195324,5412784,1040773,3968086,106761
Y9999,2020-03-23,1219,8991.21,6604450,14196869,4204753,5423613,1043766,3978376,107040
Y9999,2020-03-23,1220,8994.24,6626510,14261677,4216595,5433270,1046950,3987991,107330
Y9999,2020-03-23,1221,8998.1,6644451,14267622,4226212,5441808,1050291,4001735,107609
Y9999,2020-03-23,1222,8996.17,6662021,14308489,4235349,5458226,1053020,4012421,107888
Y9999,2020-03-23,1223,9000.96,6679447,14322271,4245245,5472498,1055884,4023981,108162
Y9999,2020-03-23,1224,8996.49,6695106,14330341,4253901,5482870,1058458,4032023,108368
Y9999,2020-03-23,1225,8996.55,6711845,14376157,4263135,5502375,1061481,4041723,108602
Y9999,2020-03-23,1226,8997.01,6728952,14306107,4272639,5509918,1064631,4054366,108854
Y9999,2020-03-23,1227,8998.36,6749814,14165465,4283969,5526624,1068018,4064934,109157
Y9999,2020-03-23,1228,8985.88,6776062,14140212,4299705,5545795,1072343,4077954,109683
Y9999,2020-03-23,1229,8986.14,6798535,14321191,4312382,5564031,1075616,4087533,109945
Y9999,2020-03-23,1230,8987.34,6816281,14339396,4322703,5574940,1078920,4099307,110262
Y9999,2020-03-23,1231,8984.94,6838984,14332413,4336628,5591465,1083405,4115318,110674
Y9999,2020-03-23,1232,8980.4,6862533,14356279,4350672,5608577,1088338,4129414,111099
Y9999,2020-03-23,1233,8980.25,6881199,14388406,4362732,5621999,1092064,4140647,111447
Y9999,2020-03-23,1234,8980.27,6899787,14316561,4374603,5634470,1095911,4152246,111799
Y9999,2020-03-23,1235,8980.81,6919710,14403148,4386962,5655464,1099452,4163401,112106
Y9999,2020-03-23,1236,8974.03,6939583,14355111,4398652,5674609,1103665,4177383,112477
Y9999,2020-03-23,1237,8978.01,6957032,14404404,4408819,5685126,1107356,4188098,112763
Y9999,2020-03-23,1238,8972.67,6973855,14353744,4418299,5688729,1110386,4197609,113015
Y9999,2020-03-23,1239,8973.43,6992250,14343816,4428716,5708229,1113743,4209484,113309
Y9999,2020-03-23,1240,8977.87,7008352,14405208,4438007,5717363,1116726,4218576,113533
Y9999,2020-03-23,1241,8965.28,7033865,14291696,4454021,5737345,1123276,4239106,114255
Y9999,2020-03-23,1242,8959.67,7057385,14357715,4468066,5755437,1128590,4255350,114780
Y9999,2020-03-23,1243,8954.73,7076079,14405821,4479571,5780089,1133954,4270827,115294
Y9999,2020-03-23,1244,8955.03,7097140,14381611,4491906,5797421,1139395,4288392,115738
Y9999,2020-03-23,1245,8952.86,7118007,14394290,4503995,5813780,1143824,4302246,116190
Y9999,2020-03-23,1246,8954.57,7137770,14424851,4515355,5835429,1148155,4316793,116579
Y9999,2020-03-23,1247,8953.73,7156420,14379738,4526496,5851049,1152229,4330078,116951
Y9999,2020-03-23,1248,8952.64,7172684,14554570,4536640,5866261,1156017,4342000,117250
Y9999,2020-03-23,1249,8955.03,7191339,14478292,4547392,5880778,1159859,4356590,117631
Y9999,2020-03-23,1250,8954.89,7209228,14478300,4558219,5892517,1163471,4368578,117950
Y9999,2020-03-23,1251,8956.23,7231159,14385363,4571340,5897573,1167479,4382581,118351
Y9999,2020-03-23,1252,8961.77,7249430,14487560,4581922,5912131,1170796,4394398,118658
Y9999,2020-03-23,1253,8956.55,7271494,14499395,4594321,5917809,1174383,4406333,119001
Y9999,2020-03-23,1254,8964.23,7294087,14529757,4607349,5934220,1178128,4419398,119405
Y9999,2020-03-23,1255,8962.17,7313578,14528111,4618301,5945305,1181519,4431702,119748
Y9999,2020-03-23,1256,8959.12,7333688,14601266,4630373,5955747,1185120,4444456,120039
Y9999,2020-03-23,1257,8963.29,7353574,14556291,4641725,5983128,1188235,4454837,120304
Y9999,2020-03-23,1258,8966.54,7372050,14554187,4652422,5991233,1191673,4465927,120686
Y9999,2020-03-23,1259,8972.93,7396722,14472979,4666022,5993457,1196372,4483708,121180
Y9999,2020-03-23,1300,8971.37,7418978,14554132,4678594,6008180,1200204,4496678,121555
Y9999,2020-03-23,1301,8977.82,7452564,14574236,4699719,6026332,1204702,4514446,121969
Y9999,2020-03-23,1302,8975.62,7480542,14683851,4717445,6034252,1208451,4528358,122348
Y9999,2020-03-23,1303,8967.98,7507891,14736411,4734342,6049702,1212560,4542932,122790
Y9999,2020-03-23,1304,8962.42,7529597,14770402,4747986,6066837,1216155,4556046,123110
Y9999,2020-03-23,1305,8964.51,7552957,14718505,4762664,6081428,1219838,4569814,123476
Y9999,2020-03-23,1306,8967.48,7574975,14588770,4776609,6084415,1223677,4583223,123887
Y9999,2020-03-23,1307,8969.97,7599165,14722598,4791404,6101793,1227531,4597572,124332
Y9999,2020-03-23,1308,8969.47,7623035,14695014,4806865,6118560,1231794,4613585,124727
Y9999,2020-03-23,1309,8970.2,7651627,14752398,4823568,6144559,1235946,4629277,125183
Y9999,2020-03-23,1310,8977.06,7674044,14765260,4837732,6149178,1240072,4642116,125546
Y9999,2020-03-23,1311,8971.33,7700748,14736028,4854226,6153492,1245201,4660007,126064
Y9999,2020-03-23,1312,8970.27,7728674,14794731,4871006,6174112,1249885,4677750,126501
Y9999,2020-03-23,1313,8979.97,7756144,14660642,4887577,6189224,1254745,4693662,127029
Y9999,2020-03-23,1314,8976.72,7784910,14674123,4905199,6199304,1259989,4711652,127541
Y9999,2020-03-23,1315,8968.37,7821870,14728871,4929001,6227025,1267770,4740157,128315
Y9999,2020-03-23,1316,8964.77,7851521,14759862,4948408,6243462,1274642,4769256,128996
Y9999,2020-03-23,1317,8962.12,7883614,14856315,4968209,6270303,1280338,4789453,129517
Y9999,2020-03-23,1318,8962.2,7908085,14977165,4984072,6294567,1285546,4807475,129938
Y9999,2020-03-23,1319,8947.72,7938669,14877678,5005868,6319959,1294012,4836626,130786
Y9999,2020-03-23,1320,8947.42,7962611,14928623,5022304,6338728,1300630,4859314,131389
Y9999,2020-03-23,1321,8932.81,7994190,14750366,5044694,6371208,1310919,4897960,132538
Y9999,2020-03-23,1322,8918.61,8028227,14796776,5066555,6396336,1319501,4930352,133455
Y9999,2020-03-23,1323,8919.81,8059525,14837367,5085575,6423540,1327308,4958877,134201
Y9999,2020-03-23,1324,8918.76,8092946,14756800,5106334,6433585,1335769,4988107,135008
Y9999,2020-03-23,1325,8925.1,8127888,14710106,5128125,6458085,1344390,5019929,135855
Y9999,2020-03-23,1326,8925.3,8153900,10935225,5146226,6460639,1344452,5020093,135858
Y9999,2020-03-23,1327,8925.3,8175411,11269830,5159111,6514489,1344452,5020093,135858
Y9999,2020-03-23,1328,8925.3,8193007,10717519,5168824,6528262,1344452,5020093,135858
Y9999,2020-03-23,1329,8925.3,8207736,10739210,5178160,6551102,1344452,5020093,135858
Y9999,2020-03-23,1330,8890.03,8226155,10671031,5190494,6605415,1390373,5289467,146850
Y9999,2020-03-24,0900,8890.03,284344,4028993,127451,843027,0,0,0
Y9999,2020-03-24,0901,9216.98,333824,4695344,159101,1008040,52141,268279,8518
Y9999,2020-03-24,0902,9210.41,391651,5300286,201790,1116215,68167,329620,10404
Y9999,2020-03-24,0903,9220.58,448657,5638372,243861,1230512,83279,388160,12100
Y9999,2020-03-24,0904,9249.68,522160,6761908,292302,1366513,99103,447619,14120
Y9999,2020-03-24,0905,9262.23,590451,8419933,334985,1501376,113448,506644,15742
Y9999,2020-03-24,0906,9257.76,659700,8748083,376554,1600530,127750,567247,17351
Y9999,2020-03-24,0907,9255.79,726941,9259622,418746,1709843,140967,621417,18832
Y9999,2020-03-24,0908,9248.75,783162,9473977,455741,1792613,152323,669178,20047
Y9999,2020-03-24,0909,9253.48,841241,9627905,494385,1874145,164341,723637,21427
Y9999,2020-03-24,0910,9257.95,895006,9837828,529654,1945631,176064,782155,22695
Y9999,2020-03-24,0911,9250.07,951648,10081066,567438,2026256,187598,849133,23999
Y9999,2020-03-24,0912,9241.79,1002119,10156466,600424,2081227,196729,893642,25009
Y9999,2020-03-24,0913,9248.44,1047003,10355269,628113,2133969,205409,927329,25824
Y9999,2020-03-24,0914,9266.91,1106855,10262231,661529,2181983,217791,976767,27312
Y9999,2020-03-24,0915,9278.59,1152310,10834083,687115,2240990,226290,1013030,28244
Y9999,2020-03-24,0916,9303.2,1217169,11039608,722741,2307641,242724,1076130,30688
Y9999,2020-03-24,0917,9311.46,1276606,11243701,755750,2355332,253784,1117116,32107
Y9999,2020-03-24,0918,9303.36,1328595,11388764,787241,2410039,264488,1157429,33487
Y9999,2020-03-24,0919,9299.76,1373836,11425540,817389,2478936,273040,1192894,34339
Y9999,2020-03-24,0920,9291.35,1419230,11392970,847251,2528294,281026,1224627,35174
Y9999,2020-03-24,0921,9284.6,1469134,11698210,879379,2591411,290784,1269571,36119
Y9999,2020-03-24,0922,9291.7,1514189,11760463,907023,2632615,298217,1302002,36884
Y9999,2020-03-24,0923,9301.92,1560300,11806326,935111,2681792,306336,1332001,37746
Y9999,2020-03-24,0924,9297.12,1600960,11889324,960714,2728923,312632,1356502,38318
Y9999,2020-03-24,0925,9289.12,1640983,11985625,986733,2771159,319264,1383185,38942
Y9999,2020-03-24,0926,9296.52,1685736,12011527,1014444,2852023,326922,1420876,39616
Y9999,2020-03-24,0927,9294.74,1727593,12097963,1039594,2885453,333683,1446474,40349
Y9999,2020-03-24,0928,9295.13,1766259,12122839,1062851,2921480,339946,1473162,41058
Y9999,2020-03-24,0929,9294.5,1803432,12182680,1085061,2953356,346034,1495801,41606
Y9999,2020-03-24,0930,9302.07,1843207,12149040,1109326,2994717,352404,1527229,42355
Y9999,2020-03-24,0931,9304.41,1888328,12304105,1138900,3030117,360550,1569429,43194
