證券代碼,年月日,時間,指數,委託買進筆數,委託買進張數,委託賣出筆數,委託賣出張數,成交筆數,成交張數,成交金額
Y9999,2020-04-20,1044,10578.12,3863751,17174858,3205154,6020787,631644,2303296,74870
Y9999,2020-04-20,1045,10577.89,3885621,17258829,3220402,6049960,634003,2311280,75139
Y9999,2020-04-20,1046,10582.68,3905772,17276002,3235754,6053705,636609,2319433,75402
Y9999,2020-04-20,1047,10581.94,3921343,17277342,3248650,6062781,638753,2325984,75639
Y9999,2020-04-20,1048,10576.29,3942304,17290654,3264871,6075040,641699,2336653,76007
Y9999,2020-04-20,1049,10574.89,3968825,17235363,3286839,6086647,645275,2348179,76480
Y9999,2020-04-20,1050,10574.61,3991734,17284666,3305311,6097397,648208,2357062,76808
Y9999,2020-04-20,1051,10576.74,4012394,17290575,3321120,6111446,651012,2366797,77090
Y9999,2020-04-20,1052,10576.54,4033248,17311927,3336202,6122764,653406,2373615,77336
Y9999,2020-04-20,1053,10571.83,4050686,17284877,3350056,6125389,655595,2379468,77597
Y9999,2020-04-20,1054,10571.98,4067227,17315383,3362079,6149163,657600,2385303,77791
Y9999,2020-04-20,1055,10576.17,4085482,17270508,3376054,6152018,660021,2392521,78041
Y9999,2020-04-20,1056,10574.57,4102976,17355958,3389990,6178567,662454,2399946,78264
Y9999,2020-04-20,1057,10577.61,4119884,17326511,3403955,6179492,664741,2407854,78516
Y9999,2020-04-20,1058,10575.77,4137296,17361052,3419281,6188830,666816,2413893,78734
Y9999,2020-04-20,1059,10576.96,4155185,17362725,3433917,6201848,669302,2422574,79014
Y9999,2020-04-20,1100,10578.5,4171725,17333809,3446577,6209452,671692,2431009,79295
Y9999,2020-04-20,1101,10578.05,4186977,17397961,3459590,6215395,674304,2439913,79540
Y9999,2020-04-20,1102,10574.0,4200660,17434638,3472195,6237887,676538,2446282,79789
Y9999,2020-04-20,1103,10574.11,4213123,17440143,3483334,6238341,678583,2451838,80003
Y9999,2020-04-20,1104,10580.48,4223985,17453333,3493302,6248938,680818,2457527,80259
Y9999,2020-04-20,1105,10580.66,4236935,17456783,3504141,6251869,683265,2463770,80570
Y9999,2020-04-20,1106,10576.09,4252850,17411999,3517073,6245220,686056,2473460,80853
Y9999,2020-04-20,1107,10580.54,4267882,17434566,3529044,6266351,688082,2479694,81119
Y9999,2020-04-20,1108,10579.49,4284160,17466266,3541669,6271275,690437,2486518,81417
Y9999,2020-04-20,1109,10579.89,4298919,17491032,3552836,6280257,692370,2492507,81678
Y9999,2020-04-20,1110,10580.95,4314287,17498735,3565293,6289354,694571,2499086,81933
Y9999,2020-04-20,1111,10581.31,4332004,17507487,3578721,6299963,697570,2510473,82281
Y9999,2020-04-20,1112,10584.7,4346000,17456305,3590621,6303717,699941,2518425,82641
Y9999,2020-04-20,1113,10588.02,4362148,17528173,3603950,6318542,702181,2525177,82878
Y9999,2020-04-20,1114,10584.83,4375575,17544189,3615209,6322750,704341,2532609,83123
Y9999,2020-04-20,1115,10587.92,4388979,17554913,3626492,6327868,706585,2538828,83378
Y9999,2020-04-20,1116,10590.02,4404544,17553926,3639702,6342586,709725,2547786,83725
Y9999,2020-04-20,1117,10589.77,4423406,17550882,3655454,6351058,712824,2560929,84118
Y9999,2020-04-20,1118,10586.95,4441089,17557102,3669678,6359528,715413,2568826,84396
Y9999,2020-04-20,1119,10585.24,4455378,17590404,3682025,6378986,717823,2574862,84624
Y9999,2020-04-20,1120,10590.72,4470984,17589203,3695576,6382866,721241,2589945,85028
Y9999,2020-04-20,1121,10587.28,4490693,17617536,3711341,6393207,725176,2604713,85466
Y9999,2020-04-20,1122,10587.13,4508657,17614684,3726916,6387422,727770,2612107,85776
Y9999,2020-04-20,1123,10588.73,4523799,17645964,3739097,6425456,730119,2618339,86013
Y9999,2020-04-20,1124,10590.95,4539201,17623433,3752079,6421385,732639,2625515,86277
Y9999,2020-04-20,1125,10590.9,4555185,17663625,3765613,6429409,735059,2632247,86531
Y9999,2020-04-20,1126,10583.9,4569785,17666339,3777989,6430043,737465,2639936,86758
Y9999,2020-04-20,1127,10589.43,4585465,17662866,3791109,6444881,739789,2647160,86986
Y9999,2020-04-20,1128,10585.31,4600343,17684013,3803672,6457437,741938,2654468,87235
Y9999,2020-04-20,1129,10588.79,4615828,17695090,3817362,6461328,744292,2663523,87493
Y9999,2020-04-20,1130,10585.61,4628374,17721413,3828388,6474969,746569,2670380,87726
Y9999,2020-04-20,1131,10586.85,4642244,17726826,3841196,6484065,749129,2680892,87999
Y9999,2020-04-20,1132,10586.32,4657955,17692343,3855074,6473150,751848,2691010,88316
Y9999,2020-04-20,1133,10587.14,4677472,17745346,3870292,6501540,754275,2699066,88619
Y9999,2020-04-20,1134,10586.73,4687372,17762433,3879138,6509605,756348,2706153,88872
Y9999,2020-04-20,1135,10583.65,4699055,17773216,3889204,6507360,758974,2714361,89214
Y9999,2020-04-20,1136,10588.3,4715069,17784903,3902183,6526118,761490,2725210,89481
Y9999,2020-04-20,1137,10587.33,4729317,17768824,3914358,6536311,763621,2731943,89702
Y9999,2020-04-20,1138,10588.71,4741455,17789686,3924804,6543669,765608,2737042,89946
Y9999,2020-04-20,1139,10582.94,4753269,17786617,3934959,6556920,767822,2745057,90218
Y9999,2020-04-20,1140,10582.04,4765179,17785523,3945380,6556555,769844,2751394,90451
Y9999,2020-04-20,1141,10582.64,4776911,17795368,3955401,6575615,772191,2759975,90685
Y9999,2020-04-20,1142,10586.93,4787342,17822920,3964200,6587911,774611,2768436,90923
Y9999,2020-04-20,1143,10585.65,4797869,17817131,3974229,6594526,776546,2774908,91096
Y9999,2020-04-20,1144,10584.33,4807478,17839892,3983032,6600550,778450,2780390,91270
Y9999,2020-04-20,1145,10584.57,4818199,17849038,3993026,6613105,780377,2785756,91449
Y9999,2020-04-20,1146,10585.16,4828952,17835851,4002367,6617155,782619,2794217,91687
Y9999,2020-04-20,1147,10585.41,4839526,17858345,4011460,6623199,784579,2800470,91923
Y9999,2020-04-20,1148,10585.11,4849491,17885332,4020408,6640110,786278,2804941,92125
Y9999,2020-04-20,1149,10579.19,4861183,17887618,4030398,6636859,788384,2811327,92355
Y9999,2020-04-20,1150,10584.23,4872674,17894156,4040825,6640680,790313,2817695,92544
Y9999,2020-04-20,1151,10584.84,4888150,17874925,4053718,6642022,792870,2827875,92799
Y9999,2020-04-20,1152,10586.14,4902490,17884166,4065784,6643333,794990,2833039,93034
Y9999,2020-04-20,1153,10585.54,4918457,17888735,4078533,6648494,798157,2842304,93585
Y9999,2020-04-20,1154,10591.67,4933532,17899486,4090205,6656003,801187,2851045,93989
Y9999,2020-04-20,1155,10592.3,4946418,17952820,4100303,6670541,803287,2856761,94196
Y9999,2020-04-20,1156,10586.06,4961377,17946183,4111917,6682015,805737,2865106,94472
Y9999,2020-04-20,1157,10591.75,4977078,17935576,4124183,6685142,808058,2871831,94729
Y9999,2020-04-20,1158,10591.97,4990011,17968302,4134415,6700028,810315,2877926,95009
Y9999,2020-04-20,1159,10588.77,5003759,17968829,4145077,6696048,813011,2886823,95434
Y9999,2020-04-20,1200,10587.54,5018535,17986138,4156871,6703703,815036,2892323,95724
Y9999,2020-04-20,1201,10591.27,5032775,17998886,4168529,6721832,817911,2902659,96184
Y9999,2020-04-20,1202,10584.38,5042847,18015318,4178815,6719192,819961,2908576,96442
Y9999,2020-04-20,1203,10589.45,5052709,18013529,4188434,6739944,823409,2918882,96768
Y9999,2020-04-20,1204,10583.77,5061201,18020239,4196618,6754957,825528,2924684,97004
Y9999,2020-04-20,1205,10587.4,5070541,18031931,4205192,6763611,828137,2932212,97330
Y9999,2020-04-20,1206,10584.51,5082972,18026112,4215852,6773135,830805,2942701,97597
Y9999,2020-04-20,1207,10584.87,5096958,18022623,4227417,6778422,832892,2948862,97832
Y9999,2020-04-20,1208,10590.31,5113029,18026961,4241161,6799704,835483,2958307,98134
Y9999,2020-04-20,1209,10589.57,5125926,18025193,4252353,6801899,837693,2965450,98384
Y9999,2020-04-20,1210,10588.1,5139822,18060521,4263633,6809913,840296,2974799,98772
Y9999,2020-04-20,1211,10593.2,5156024,18040005,4277322,6772883,843492,2986610,99157
Y9999,2020-04-20,1212,10593.94,5168882,18103519,4287583,6797563,846415,2996269,99520
Y9999,2020-04-20,1213,10588.85,5182182,18078008,4297819,6782882,848750,3003976,99800
Y9999,2020-04-20,1214,10593.91,5195154,18099809,4308454,6807545,851247,3014234,100105
Y9999,2020-04-20,1215,10593.96,5209683,18100910,4319978,6818514,853609,3020982,100372
Y9999,2020-04-20,1216,10589.99,5223254,18143581,4331469,6837853,856388,3033812,100687
Y9999,2020-04-20,1217,10590.6,5234476,18158096,4341431,6852818,858700,3041170,100925
Y9999,2020-04-20,1218,10589.82,5246229,18149742,4352185,6859937,861158,3048049,101198
Y9999,2020-04-20,1219,10588.69,5255707,18157492,4361309,6871457,863553,3055316,101447
Y9999,2020-04-20,1220,10588.82,5266474,18164407,4371411,6880076,866039,3062704,101717
Y9999,2020-04-20,1221,10592.88,5280177,18168095,4383396,6889212,869174,3071688,102000
Y9999,2020-04-20,1222,10587.61,5293529,18163519,4396311,6902157,871949,3079785,102251
Y9999,2020-04-20,1223,10587.62,5304514,18188805,4405962,6919711,874222,3085697,102461
Y9999,2020-04-20,1224,10586.74,5318221,18191826,4417579,6919414,877232,3094476,102774
Y9999,2020-04-20,1225,10591.33,5330028,18173964,4427890,6922788,879851,3101542,102991
Y9999,2020-04-20,1226,10585.96,5346215,18216263,4441498,6939700,882818,3112075,103282
Y9999,2020-04-20,1227,10585.9,5358907,18229697,4452725,6951526,885437,3119593,103563
Y9999,2020-04-20,1228,10584.5,5371104,18234914,4463714,6963992,887940,3126603,103795
Y9999,2020-04-20,1229,10585.45,5384564,18253644,4475069,6968207,890647,3134663,104148
Y9999,2020-04-20,1230,10584.28,5397065,18231951,4485212,6974447,893098,3141697,104395
Y9999,2020-04-20,1231,10580.63,5407293,18276147,4495114,6981884,896055,3150978,104639
Y9999,2020-04-20,1232,10584.15,5417871,18247773,4505187,6984198,898559,3159022,104892
Y9999,2020-04-20,1233,10578.6,5429615,18292231,4516025,7008369,900987,3165505,105143
Y9999,2020-04-20,1234,10579.49,5439501,18286427,4525202,7013781,903683,3172775,105397
Y9999,2020-04-20,1235,10585.89,5449281,18304551,4534291,7010083,906323,3179875,105656
Y9999,2020-04-20,1236,10580.92,5459807,18295026,4543115,7024835,909313,3189405,105922
Y9999,2020-04-20,1237,10579.51,5470467,18311642,4552654,7026240,911752,3196367,106145
Y9999,2020-04-20,1238,10585.55,5481795,18319838,4563286,7041103,914553,3203119,106417
Y9999,2020-04-20,1239,10580.46,5494464,18318768,4573475,7037049,916903,3209658,106660
Y9999,2020-04-20,1240,10580.98,5505485,18328988,4582611,7049547,919429,3217790,106909
Y9999,2020-04-20,1241,10581.39,5516346,18346310,4592137,7061265,922450,3227456,107160
Y9999,2020-04-20,1242,10586.04,5527068,18351874,4601709,7070777,924660,3233702,107403
Y9999,2020-04-20,1243,10587.76,5538703,18374146,4611044,7072404,927135,3240995,107722
Y9999,2020-04-20,1244,10587.4,5549836,18362291,4620315,7075365,929504,3247781,107969
Y9999,2020-04-20,1245,10585.2,5562079,18382202,4630354,7085476,931713,3254376,108190
Y9999,2020-04-20,1246,10585.79,5572813,18409442,4639768,7101431,934970,3265807,108464
Y9999,2020-04-20,1247,10586.01,5582541,18405168,4649213,7107135,937521,3272768,108766
Y9999,2020-04-20,1248,10585.85,5592024,18410991,4657977,7116868,939990,3279702,109031
Y9999,2020-04-20,1249,10584.78,5602678,18427849,4667501,7129017,942813,3289273,109294
Y9999,2020-04-20,1250,10587.0,5613561,18432185,4676958,7134420,945464,3296471,109551
Y9999,2020-04-20,1251,10586.3,5626921,18402922,4687907,7145341,949044,3309309,109882
Y9999,2020-04-20,1252,10587.01,5642333,18418797,4700339,7149815,952615,3319883,110245
Y9999,2020-04-20,1253,10586.68,5656306,18438051,4711956,7153155,955773,3328334,110590
Y9999,2020-04-20,1254,10585.45,5670301,18441349,4723790,7174659,958589,3336109,110857
Y9999,2020-04-20,1255,10586.62,5686708,18473427,4735459,7185457,961848,3344819,111250
Y9999,2020-04-20,1256,10591.18,5699847,18483904,4746745,7175883,964889,3354748,111575
Y9999,2020-04-20,1257,10589.79,5712973,18478302,4757860,7190928,968106,3364597,111940
Y9999,2020-04-20,1258,10588.6,5725668,18512079,4768150,7209838,970919,3372374,112263
Y9999,2020-04-20,1259,10589.59,5737327,18512522,4777994,7215601,973520,3380027,112535
Y9999,2020-04-20,1300,10590.8,5750706,18521085,4789067,7220592,976256,3388158,112813
Y9999,2020-04-20,1301,10588.09,5768458,18541922,4806001,7043465,979773,3401211,113154
Y9999,2020-04-20,1302,10586.8,5782860,18541656,4819064,7050201,982798,3409940,113455
Y9999,2020-04-20,1303,10587.49,5796790,18571446,4831851,7063042,985867,3418838,113796
Y9999,2020-04-20,1304,10591.68,5810965,18573760,4844512,7070606,989169,3429269,114157
Y9999,2020-04-20,1305,10586.21,5825738,18506933,4857218,7062865,992625,3440780,114645
Y9999,2020-04-20,1306,10584.33,5843166,18602532,4872171,7077776,997065,3456030,115098
Y9999,2020-04-20,1307,10586.43,5856785,18624157,4884234,7096745,1000013,3465583,115389
Y9999,2020-04-20,1308,10588.14,5869351,18650504,4894875,7105804,1002831,3473881,115683
Y9999,2020-04-20,1309,10581.84,5883749,18639798,4907207,7118374,1006176,3484300,116074
Y9999,2020-04-20,1310,10584.76,5898603,18632758,4919990,7123280,1009824,3495946,116454
Y9999,2020-04-20,1311,10584.74,5912593,18657141,4932708,7119034,1013988,3513733,116889
Y9999,2020-04-20,1312,10584.91,5927838,18621012,4945722,7119407,1017737,3526780,117277
Y9999,2020-04-20,1313,10580.0,5944692,18669776,4960033,7136925,1021704,3539823,117701
Y9999,2020-04-20,1314,10579.29,5964412,18670161,4976181,7142613,1025895,3553188,118212
Y9999,2020-04-20,1315,10579.71,5982900,18683601,4992205,7166836,1030662,3570002,118723
Y9999,2020-04-20,1316,10582.64,6000881,18654554,5007992,7144405,1035137,3587292,119194
Y9999,2020-04-20,1317,10578.11,6016376,18706666,5022410,7192375,1039006,3598702,119595
Y9999,2020-04-20,1318,10583.8,6031008,18743694,5035759,7207878,1043670,3611741,120135
Y9999,2020-04-20,1319,10583.2,6047893,18711997,5050321,7209943,1047904,3625364,120616
Y9999,2020-04-20,1320,10581.37,6064902,18705045,5064834,7226700,1052215,3639251,121137
Y9999,2020-04-20,1321,10580.32,6086915,18660169,5083352,7227213,1058437,3660789,121780
Y9999,2020-04-20,1322,10586.45,6106547,18675637,5099296,7233374,1063895,3680545,122380
Y9999,2020-04-20,1323,10584.47,6128076,18684586,5116880,7244202,1069415,3698748,122951
Y9999,2020-04-20,1324,10584.18,6155325,18293240,5139146,7221201,1076013,3720902,123664
Y9999,2020-04-20,1325,10588.28,6185591,17711169,5163340,7090962,1083320,3744334,124535
Y9999,2020-04-20,1326,10588.28,6214483,11281170,5187679,6129589,1083320,3744334,124535
Y9999,2020-04-20,1327,10588.28,6235467,11642264,5201919,6138076,1083320,3744334,124535
Y9999,2020-04-20,1328,10588.28,6247735,10150909,5209503,6009234,1083320,3744334,124535
Y9999,2020-04-20,1329,10588.28,6258539,10060209,5216932,5975254,1083320,3744334,124535
Y9999,2020-04-20,1330,10586.71,6271936,10079896,5225602,6031674,1123924,3933249,133668
Y9999,2020-04-21,0900,10586.71,248477,3332716,195617,1040856,0,0,0
Y9999,2020-04-21,0901,10504.63,294999,4413057,229526,1609508,43186,160219,5194
Y9999,2020-04-21,0902,10493.22,347467,5111508,271794,1798213,57624,206651,6811
Y9999,2020-04-21,0903,10496.14,403160,6288539,317925,2029930,73325,259414,8728
Y9999,2020-04-21,0904,10484.6,467361,8274806,374266,2781177,87722,307496,10481
Y9999,2020-04-21,0905,10491.4,532882,9974164,429869,3012943,102253,357890,12062
Y9999,2020-04-21,0906,10491.4,603500,11174212,485600,3251235,118989,421887,13585
Y9999,2020-04-21,0907,10496.5,665784,12191495,534313,3420583,131353,464527,14772
Y9999,2020-04-21,0908,10499.12,720659,12701778,578047,3537545,142915,506209,15842
Y9999,2020-04-21,0909,10503.12,775261,12868049,620996,3593016,154516,549049,17063
Y9999,2020-04-21,0910,10512.42,832259,13096739,667825,3672828,165963,588693,18252
Y9999,2020-04-21,0911,10509.11,888868,13504083,714932,3778173,178347,637607,19445
Y9999,2020-04-21,0912,10514.94,938856,13603090,756146,3831330,187132,667746,20449
Y9999,2020-04-21,0913,10516.5,980610,13842891,791433,3894161,195400,697147,21245
Y9999,2020-04-21,0914,10516.09,1020254,14236836,823423,4026275,203089,725941,21986
Y9999,2020-04-21,0915,10508.5,1074017,14400398,869005,4106593,212593,764488,23274
Y9999,2020-04-21,0916,10511.25,1125448,14789514,918234,4238351,223087,812199,24266
Y9999,2020-04-21,0917,10510.39,1161252,14915540,950698,4293252,229681,835818,24929
Y9999,2020-04-21,0918,10510.19,1191920,15033271,979123,4348995,236314,858716,25533
Y9999,2020-04-21,0919,10509.38,1231023,15053497,1012565,4376043,243334,885682,26245
Y9999,2020-04-21,0920,10507.93,1269677,15201080,1044434,4439689,250597,916411,26994
Y9999,2020-04-21,0921,10514.55,1311113,15195576,1078606,4433948,260468,957634,28077
Y9999,2020-04-21,0922,10522.04,1353847,15306749,1113029,4480791,268944,989692,29005
Y9999,2020-04-21,0923,10524.72,1399224,15287774,1150998,4471081,277672,1025305,29949
Y9999,2020-04-21,0924,10526.3,1436926,15433897,1183537,4553981,284996,1053343,30749
Y9999,2020-04-21,0925,10527.91,1475131,15778735,1217755,4602400,292922,1078331,31594
Y9999,2020-04-21,0926,10529.56,1511047,15764885,1249485,4625436,302573,1120067,32494
Y9999,2020-04-21,0927,10530.6,1554472,15738990,1287711,4659444,311101,1156261,33472
Y9999,2020-04-21,0928,10529.69,1588652,15853873,1318094,4710002,317608,1181820,34101
Y9999,2020-04-21,0929,10532.7,1619312,15967682,1345698,4768261,323670,1202861,34700
Y9999,2020-04-21,0930,10532.56,1654786,15963965,1377408,4783361,330102,1226914,35408
Y9999,2020-04-21,0931,10536.07,1692892,16149795,1412211,4826592,338292,1262584,36115
Y9999,2020-04-21,0932,10539.58,1725368,16220083,1443268,4879084,343571,1284639,36709
Y9999,2020-04-21,0933,10533.83,1759786,16239978,1476551,4916876,349695,1308028,37428
Y9999,2020-04-21,0934,10530.71,1787322,16280134,1504902,4937496,354753,1323857,37925
Y9999,2020-04-21,0935,10529.39,1813766,16313747,1531165,4977495,360150,1342028,38562
Y9999,2020-04-21,0936,10527.82,1843350,16313864,1560715,5026483,367929,1368652,39223
Y9999,2020-04-21,0937,10526.08,1868702,16354940,1586544,5068704,373259,1386820,39812
Y9999,2020-04-21,0938,10524.38,1898960,16365573,1615709,5095287,378934,1403413,40469
Y9999,2020-04-21,0939,10518.85,1927889,16348774,1643238,5114132,385147,1422975,41153
Y9999,2020-04-21,0940,10517.46,1956622,16358893,1671305,5109264,390789,1441202,41767
Y9999,2020-04-21,0941,10515.6,1986136,16383581,1698820,5155772,397287,1470962,42423
Y9999,2020-04-21,0942,10513.91,2013254,16433861,1724556,5183101,402502,1485785,43115
Y9999,2020-04-21,0943,10508.73,2038702,16483085,1749067,5203178,407229,1499335,43581
Y9999,2020-04-21,0944,10512.11,2062451,16498352,1771320,5224978,411875,1513116,44085
Y9999,2020-04-21,0945,10506.23,2088433,16507220,1796143,5244833,417979,1531987,44762
Y9999,2020-04-21,0946,10502.14,2134051,16448558,1841389,5274372,430001,1575451,46041
Y9999,2020-04-21,0947,10496.42,2163881,16527423,1871670,5312999,436313,1596293,46705
Y9999,2020-04-21,0948,10483.99,2207752,16318024,1914845,5343607,450656,1643791,48712
Y9999,2020-04-21,0949,10470.96,2252796,16409342,1962260,5368530,465040,1691924,50325
Y9999,2020-04-21,0950,10463.21,2310221,16397936,2020823,5451894,482266,1745151,52189
Y9999,2020-04-21,0951,10456.49,2362386,16520049,2072094,5513976,496750,1793479,53464
Y9999,2020-04-21,0952,10444.1,2417788,16529350,2122763,5572699,509389,1834371,54974
Y9999,2020-04-21,0953,10446.94,2464912,16625706,2165325,5632380,520585,1869473,56016
Y9999,2020-04-21,0954,10444.91,2515195,16438959,2209520,5590721,529220,1896855,56970
Y9999,2020-04-21,0955,10456.48,2563687,16699429,2254365,5711635,536536,1919276,57671
Y9999,2020-04-21,0956,10452.99,2605428,16678774,2289994,5745538,544662,1950722,58390
Y9999,2020-04-21,0957,10441.83,2648385,16718692,2328363,5764818,553902,1979149,59335
Y9999,2020-04-21,0958,10434.95,2693437,16680596,2369334,5818063,564343,2015882,60394
Y9999,2020-04-21,0959,10432.26,2740092,16762951,2412456,5847770,574772,2053302,61793
Y9999,2020-04-21,1000,10426.94,2782567,16819247,2450476,5899582,582244,2079135,62637
Y9999,2020-04-21,1001,10436.4,2827890,16834554,2491346,5940707,593832,2123554,63520
Y9999,2020-04-21,1002,10432.76,2866156,16905359,2524825,5960431,601810,2147790,64275
Y9999,2020-04-21,1003,10426.56,2902747,16956641,2557480,6019296,609768,2172963,65035
Y9999,2020-04-21,1004,10420.5,2943673,16845365,2595259,6029709,618846,2202471,65971
Y9999,2020-04-21,1005,10415.83,2983981,17029544,2630686,6096299,627001,2232443,66741
Y9999,2020-04-21,1006,10406.82,3027576,17006072,2671718,6124925,640187,2280527,67744
Y9999,2020-04-21,1007,10394.91,3075052,16943334,2715531,6161462,653748,2323390,69473
Y9999,2020-04-21,1008,10384.48,3128934,16809358,2765081,6157657,668040,2372114,71302
Y9999,2020-04-21,1009,10378.81,3193717,16874483,2825836,6224979,684109,2427961,73043
Y9999,2020-04-21,1010,10379.27,3252748,16951658,2878761,6268915,696557,2466265,74475
Y9999,2020-04-21,1011,10390.37,3315644,17026547,2933461,6321310,708868,2512483,75601
Y9999,2020-04-21,1012,10394.0,3368410,17179706,2976804,6354294,715487,2534644,76282
Y9999,2020-04-21,1013,10397.76,3415865,17287930,3015355,6394811,722034,2556472,77022
Y9999,2020-04-21,1014,10409.95,3460151,17265017,3050379,6405691,728572,2575896,77739
Y9999,2020-04-21,1015,10410.5,3501648,17360975,3084189,6445977,734137,2593157,78344
Y9999,2020-04-21,1016,10405.97,3541564,17371705,3118777,6464472,741136,2620574,79029
Y9999,2020-04-21,1017,10404.28,3574826,17415891,3147568,6497400,746310,2636850,79513
Y9999,2020-04-21,1018,10398.99,3607463,17476940,3177579,6533720,752384,2655082,80173
Y9999,2020-04-21,1019,10398.41,3637229,17514944,3205352,6570582,757360,2672118,80687
Y9999,2020-04-21,1020,10398.1,3664984,17542233,3230704,6600494,761790,2687650,81148
Y9999,2020-04-21,1021,10392.67,3696409,17490012,3259524,6587356,767498,2708426,81642
Y9999,2020-04-21,1022,10390.94,3727409,17499054,3286605,6597430,772603,2728316,82152
Y9999,2020-04-21,1023,10389.67,3760756,17547688,3316057,6628996,778064,2745555,82684
Y9999,2020-04-21,1024,10385.75,3800075,17433251,3351610,6654727,784318,2763999,83349
Y9999,2020-04-21,1025,10384.77,3830437,17579138,3377714,6697877,789413,2780889,83886
Y9999,2020-04-21,1026,10378.27,3868364,17439953,3413044,6674171,796128,2806771,84621
Y9999,2020-04-21,1027,10370.83,3924984,17509630,3464383,6701458,807085,2845480,85762
Y9999,2020-04-21,1028,10358.56,3987490,17455767,3525368,6704897,823549,2898783,87762
Y9999,2020-04-21,1029,10347.59,4042369,17582042,3578040,6801173,835865,2942673,89024
Y9999,2020-04-21,1030,10347.52,4087565,17656791,3622022,6851878,846671,2975986,90126
Y9999,2020-04-21,1031,10338.32,4133603,17685151,3664652,6868244,858728,3020249,91213
Y9999,2020-04-21,1032,10335.31,4183941,17676517,3712803,6899223,869075,3051682,92259
Y9999,2020-04-21,1033,10334.89,4226075,17767058,3753300,6956430,877989,3080043,93116
Y9999,2020-04-21,1034,10328.49,4265894,17823133,3792067,6972762,887917,3110504,94286
Y9999,2020-04-21,1035,10325.15,4307081,17841364,3830678,7008251,897598,3139464,95247
Y9999,2020-04-21,1036,10316.26,4351461,17775633,3873105,7024914,910591,3182400,96347
Y9999,2020-04-21,1037,10312.69,4402546,17841926,3919306,7087132,921394,3219472,97437
Y9999,2020-04-21,1038,10302.68,4453803,17873237,3966300,7122998,933517,3258030,98739
Y9999,2020-04-21,1039,10291.38,4506402,17759058,4013824,7126077,946242,3295092,100372
Y9999,2020-04-21,1040,10282.23,4562331,17854458,4063696,7188690,959002,3339433,101779
Y9999,2020-04-21,1041,10286.46,4619234,17882412,4113736,7238347,971391,3380962,103026
Y9999,2020-04-21,1042,10291.16,4674636,17886493,4161135,7263698,980231,3407699,103999
Y9999,2020-04-21,1043,10285.14,4737550,17953351,4215156,7272583,990284,3439563,105061
Y9999,2020-04-21,1044,10298.76,4795681,17929698,4269568,7295815,999031,3475151,105958
Y9999,2020-04-21,1045,10315.4,4857336,17980182,4318936,7290646,1006704,3502299,106852
Y9999,2020-04-21,1046,10325.49,4909998,18072572,4361852,7323821,1014532,3535017,107696
Y9999,2020-04-21,1047,10326.43,4958719,18250065,4402641,7385688,1020790,3559087,108347
Y9999,2020-04-21,1048,10331.51,4996006,18318868,4434843,7419978,1025995,3574835,108815
Y9999,2020-04-21,1049,10336.74,5043056,18327654,4473274,7451730,1031516,3593413,109454
Y9999,2020-04-21,1050,10337.79,5088096,18374795,4512303,7439293,1037481,3613104,110077
Y9999,2020-04-21,1051,10347.25,5137434,18361965,4552945,7470332,1042950,3639580,110680
Y9999,2020-04-21,1052,10345.31,5189222,18358430,4593868,7498190,1048778,3656896,111272
Y9999,2020-04-21,1053,10340.57,5229854,18368188,4627155,7515980,1053131,3670343,111693
Y9999,2020-04-21,1054,10338.05,5274818,18439472,4667141,7531132,1058239,3686328,112238
Y9999,2020-04-21,1055,10330.11,5319470,18349316,4705854,7512360,1062368,3701101,112681
Y9999,2020-04-21,1056,10330.45,5355411,18501791,4736323,7596993,1066782,3716606,113059
Y9999,2020-04-21,1057,10332.8,5389651,18544290,4764868,7604974,1070275,3728089,113371
Y9999,2020-04-21,1058,10326.79,5424563,18545198,4793390,7627281,1074228,3739788,113724
Y9999,2020-04-21,1059,10326.4,5455283,18571757,4819888,7628744,1078297,3751712,114112
Y9999,2020-04-21,1100,10325.56,5484867,18582882,4844618,7652367,1081560,3761515,114432
Y9999,2020-04-21,1101,10321.73,5509614,18585542,4865715,7671071,1085655,3777060,114770
Y9999,2020-04-21,1102,10319.02,5537941,18597738,4892406,7687000,1092292,3797997,115386
Y9999,2020-04-21,1103,10315.03,5575187,18584243,4928759,7693057,1100306,3821505,116139
Y9999,2020-04-21,1104,10316.41,5605285,18599728,4954032,7749565,1103959,3833311,116538
Y9999,2020-04-21,1105,10322.35,5634882,18642700,4979681,7730892,1107645,3844191,116903
Y9999,2020-04-21,1106,10324.06,5663568,18656625,5003242,7746858,1111349,3858427,117247
Y9999,2020-04-21,1107,10329.93,5693599,18654398,5027080,7733970,1114636,3868033,117558
Y9999,2020-04-21,1108,10331.84,5720831,18723975,5048174,7783867,1117553,3876721,117800
Y9999,2020-04-21,1109,10333.31,5751180,18725172,5072634,7783796,1120823,3888152,118134
Y9999,2020-04-21,1110,10339.19,5789082,18733468,5102853,7792318,1124607,3902668,118543
Y9999,2020-04-21,1111,10347.87,5826132,18791413,5131208,7821241,1128968,3921113,119011
Y9999,2020-04-21,1112,10347.57,5857668,18818917,5156761,7845871,1132067,3931819,119329
Y9999,2020-04-21,1113,10350.28,5885115,18825013,5179260,7852114,1135032,3940967,119673
Y9999,2020-04-21,1114,10353.18,5913551,18787530,5202126,7849951,1138214,3950405,119982
Y9999,2020-04-21,1115,10343.34,5943519,18845171,5228728,7867780,1142651,3963045,120435
